ra,dec,z
212.248694019,22.278466614,0.0580965
213.475277478,22.038956,0.0551396
213.746153288,21.904104082,0.0666197
214.609423185,21.809057874,0.028977
215.345335301,21.685432418,0.0492901
215.681937576,21.533391396,0.0483449
216.718138639,21.282667859,0.057783
217.011642185,21.346947225,0.0668373
218.700860927,20.908055063,0.0612207
218.877067194,20.78162842,0.0447457
219.486405317,20.753499579,0.048763
219.607192415,20.752619983,0.0443742
166.585858521,24.041380207,0.0625274
167.554449915,23.990085048,0.0529724
169.513736546,24.283474357,0.0485793
170.251299177,24.303349407,0.0281933
170.365120675,24.404812597,0.0227507
175.664367831,24.822511989,0.0209824
177.259936493,24.870216513,0.0515521
178.274540205,24.852279198,0.0536002
178.731633917,25.006616665,0.0516171
178.87844476,24.944390602,0.0284224
178.925888702,24.920189771,0.0338797
179.760779205,25.083208996,0.0334275
179.801303264,25.089811071,0.0502221
179.877340428,24.966314746,0.0502652
179.944377745,25.025277472,0.0593768
181.64179815,25.023149092,0.0521128
181.717241171,24.997666073,0.0641632
184.262414491,25.178342889,0.0647075
184.272936761,25.055435393,0.0639681
185.287519839,25.133488611,0.0512688
186.517420925,25.110442724,0.0637375
187.386961203,25.058751733,0.0646381
187.795385182,25.096521526,0.0629414
187.937186889,25.179933988,0.0569352
188.214880569,25.115869173,0.0622322
192.476125984,24.9751147,0.0466832
192.525074069,25.022194221,0.0215086
193.379165669,24.852702533,0.0603457
195.998892759,24.797535741,0.0451649
196.235298651,24.770027695,0.0604185
197.131578077,24.700761963,0.0237604
197.429172233,24.671297691,0.0421132
200.629819037,24.295281722,0.063678
200.776382232,24.274707045,0.0639678
200.791897209,24.213789545,0.0642461
200.821541467,24.261389878,0.0626307
200.867669908,24.166113414,0.064766
202.819047564,24.091466592,0.0369741
202.983866084,24.101773817,0.0370443
203.067220653,23.960056336,0.0613576
203.924599685,23.9341875,0.0461052
204.193294017,23.940547268,0.0494616
205.522910767,23.593218995,0.0277015
206.213890545,23.65519516,0.0345282
207.199756872,23.517179051,0.0627363
207.81392901,23.426741464,0.0634487
207.806249828,23.359994468,0.0638147
207.910993286,23.317182221,0.0557505
208.552402922,23.301625596,0.0556651
208.559255122,23.320227791,0.0644766
208.560418301,23.216829225,0.0561864
208.602460662,23.225440593,0.0643116
208.819277916,23.299315807,0.0645199
209.154450575,23.201524296,0.0584847
209.355724696,23.164487971,0.0594382
209.469102138,23.089905344,0.0283769
211.105605649,22.827195091,0.0608552
211.637461091,22.659332661,0.0660838
212.001362556,22.689350911,0.0660613
212.012330601,22.614641999,0.0588536
212.27488887,22.696892248,0.0662847
212.339082781,22.650201887,0.0664696
213.739836808,22.363322338,0.0629217
213.819629437,22.391451708,0.0631787
213.954583123,22.301733895,0.0666507
214.684673511,22.119559686,0.0578283
216.153200341,21.880431563,0.0302076
217.315795711,21.557590275,0.0668477
217.837693937,21.53428459,0.0451036
218.137306519,21.380659492,0.0357926
218.616999854,21.274058489,0.0617245
219.267499555,21.234723914,0.0521997
166.554420551,24.355399173,0.0595723
166.89429437,24.441513808,0.033573
169.321842371,24.64068099,0.0226738
169.611260045,24.73614238,0.059855
172.948877755,25.02905043,0.0626948
173.210496705,24.973809236,0.0324668
173.370138368,25.142360902,0.0331257
173.42121888,25.144935346,0.0339253
175.188841965,25.100842108,0.0495203
175.551576475,25.24621469,0.0657769
176.797031053,25.334285385,0.0456767
178.396329313,25.467989794,0.0587404
178.482458972,25.465594141,0.0511734
178.649663921,25.38193584,0.0530868
178.929910899,25.491750409,0.0283613
179.293586693,25.470125481,0.0588478
179.34230864,25.428696834,0.0584436
179.461051384,25.517907761,0.0499683
179.481045625,25.490341098,0.0582102
179.503312103,25.3230944,0.0587643
180.78255915,25.504811013,0.0435608
181.36952827,25.39921928,0.0456484
181.544023211,25.55701056,0.027095
181.998079813,25.551561573,0.0336075
185.144798303,25.619404629,0.0508922
185.234626124,25.426527353,0.0509475
186.424191245,25.451787408,0.0662646
186.86588536,25.453915232,0.0638357
187.483619688,25.425995218,0.0636675
187.827897703,25.585398579,0.0648732
188.170494905,25.406112351,0.06305
189.313400419,25.359023137,0.0617531
193.103856424,25.206800697,0.0601264
193.772624757,25.303230741,0.065268
195.19173166,25.21881097,0.0647288
198.719904775,24.836630729,0.063762
201.15613724,24.676957831,0.0563885
201.216481569,24.717806241,0.064378
201.513523269,24.582929852,0.0646262
201.600550662,24.698542332,0.0657784
202.041779186,24.468769262,0.0625454
202.287052815,24.488208446,0.0630135
202.362988215,24.564248189,0.0332342
204.351476804,24.22430881,0.0638342
204.889172644,24.123165588,0.0604441
205.205334372,24.125465205,0.0620883
205.82370728,24.115783516,0.0625787
205.952964112,24.123770973,0.062706
206.330291778,23.927760082,0.0669521
206.747126381,23.884379222,0.0556617
206.758811951,23.918427795,0.0564886
207.706505302,23.751534456,0.0636895
208.387278294,23.663264847,0.0649351
208.498345116,23.736186661,0.0561644
208.603855536,23.676357641,0.0653439
208.620622872,23.756678558,0.0279807
208.67151391,23.582546789,0.0634492
208.68667395,23.553075293,0.0643234
208.972478827,23.689158041,0.066118
209.087923448,23.567499773,0.0655586
209.56360636,23.548132953,0.0626777
211.122321024,23.332544208,0.0534153
211.097558867,23.172603507,0.0612646
211.969467419,23.099634021,0.063207
212.137838754,23.142570685,0.0665243
212.824874838,23.024236266,0.0647503
213.15925824,22.853150003,0.0654443
213.348645072,22.948762556,0.0650405
216.40762015,22.188100347,0.066669
167.152197158,24.990125071,0.0484824
167.284091034,24.801103214,0.0471434
167.662422309,24.91029516,0.0485103
171.090923956,25.34104503,0.0654954
172.215848451,25.345504399,0.0501002
172.281858231,25.416214291,0.0568308
173.71031935,25.530620251,0.023515
173.830319515,25.625524093,0.0489526
174.630518719,25.558152085,0.0496161
174.797184545,25.673431855,0.0492236
175.413270474,25.555091062,0.0657984
175.766176593,25.753377454,0.0665529
175.886700198,25.666222872,0.0509183
176.49539037,25.761244246,0.0506303
178.743020203,25.893809333,0.058478
179.031295552,25.73544961,0.0334615
179.206535692,25.848021893,0.0585673
179.237230729,25.761138015,0.0584451
180.8656316,25.908553256,0.0332859
181.089195188,25.909110294,0.0331918
186.411773879,25.938003146,0.0536357
186.592816754,25.886320564,0.0211143
189.381145421,25.922881745,0.0607171
189.870745378,25.882447436,0.0465626
190.137757256,25.864668877,0.046705
190.411538459,25.926709551,0.0615327
190.796360069,25.839197984,0.0584696
191.750037315,25.837119775,0.0610876
193.801647941,25.593593981,0.0610069
193.853300972,25.641796622,0.0596201
198.54831689,25.260416661,0.0640998
199.619609737,25.220144027,0.0301254
199.773691708,25.169766213,0.0611692
200.38916254,25.068377025,0.0608416
201.737261357,24.96485043,0.0627645
201.887559149,25.040611933,0.050497
202.381342207,25.037237561,0.0645569
203.098814159,24.76425094,0.0662139
204.770355098,24.676193594,0.0346762
205.039429982,24.527614049,0.0617627
205.543184365,24.557875055,0.0606026
205.615931884,24.62506013,0.0608735
205.690426806,24.59000879,0.0266493
206.794199408,24.320140749,0.0558024
206.82030363,24.38739297,0.0669346
206.817005621,24.366609401,0.0634565
207.672611401,24.179071594,0.0659019
207.824581909,24.111450522,0.0657143
208.180815978,24.179992665,0.0642044
208.229316772,24.087825385,0.0657673
208.776360353,24.159045846,0.0629294
209.043876578,24.109803405,0.0639421
209.01151338,23.95333313,0.0637463
209.883296149,23.8692157,0.0368136
210.097491187,23.821850216,0.0537404
211.067347825,23.608427493,0.0621116
211.620646119,23.502724988,0.0602476
211.658275216,23.547014664,0.0605949
211.774095699,23.661105283,0.0578249
212.911111566,23.326564218,0.0628001
213.082076577,23.221362556,0.0646508
213.237884002,23.318038534,0.0597417
213.728449153,23.190148621,0.051167
215.285315285,22.988922311,0.0492671
216.97430697,22.650146302,0.0336298
218.398363999,22.294441138,0.0424442
219.075775418,22.146947758,0.0663258
220.031661708,21.867410144,0.0389997
168.858243538,18.413310927,0.044817
169.414101776,18.310634325,0.0567821
169.757791285,18.451037243,0.0613226
169.84157542,18.315885942,0.0332746
171.470049016,18.598964193,0.0205308
172.462878809,18.717943513,0.0417114
172.877905425,18.628663276,0.0493518
173.268440848,18.729641282,0.0346861
173.483869266,18.634794506,0.0329556
173.525677429,18.783143574,0.0640134
175.049718092,18.728498087,0.0605775
175.7112572,18.827496039,0.0400129
176.804090408,18.9258408,0.0372824
176.780100265,18.843954834,0.0381782
177.328321505,18.961644608,0.0415318
177.417197649,18.886302134,0.0376075
179.716169683,18.90085956,0.0462064
180.026664951,19.053657722,0.0419063
183.136960866,19.13962791,0.049446
183.30195584,19.063106403,0.0514787
183.716560794,19.011645067,0.0636911
184.477811794,19.023417671,0.0450104
185.086936755,19.049419003,0.0668432
186.281407828,19.129788991,0.0661097
186.448230183,19.068808106,0.0628944
187.275703989,19.004754591,0.0480432
187.264045063,19.033598006,0.0619014
188.926763431,19.054664293,0.0523072
189.192467473,19.065080355,0.0520094
189.589464564,19.03403362,0.051975
189.879193455,18.976522133,0.0637543
193.269479741,18.910889311,0.0649373
167.527996684,18.723572603,0.0601655
169.211345278,18.719081911,0.0598357
169.677260567,18.783891056,0.0615704
169.968936175,18.74236225,0.0647615
171.442898616,18.93997874,0.0178136
173.55342576,19.074971932,0.0636217
173.686156887,19.033398355,0.0325825
175.18051628,19.288127007,0.0480639
175.66280462,19.324213416,0.0560138
176.695812038,19.329385078,0.0488586
176.7222269,19.179505664,0.0657954
177.389289677,19.303209722,0.0389038
178.790077008,19.459378288,0.0507461
179.380946402,19.446080903,0.0549095
180.148876749,19.331900794,0.0461922
180.480398285,19.351012927,0.0487996
180.446388968,19.334130449,0.0464719
181.315918283,19.373966547,0.0663582
183.454621487,19.491104533,0.0476484
184.056553446,19.457202007,0.044172
185.318768157,19.498789442,0.0304438
187.975571441,19.385509096,0.051378
188.28916995,19.395499799,0.0518931
188.450206334,19.393466694,0.0644972
188.535317428,19.490307577,0.0639764
189.859210489,19.401204371,0.0570404
190.170598576,19.327207871,0.0637649
190.368611836,19.388452959,0.0577964
192.141637677,19.416292362,0.06482
192.410546281,19.27500294,0.0647282
193.501360188,19.174330356,0.0666766
166.725604044,18.957949092,0.049715
169.500767208,19.297218995,0.0579715
170.2104039,19.373966364,0.013596
170.608886371,19.383394455,0.0521458
171.111977779,19.413448165,0.0523582
171.596748978,19.484802582,0.0520367
171.620963498,19.400994114,0.0520113
172.29730546,19.396322562,0.042565
174.519315242,19.550566666,0.0594755
175.430085038,19.590597024,0.0559484
176.19914662,19.773414755,0.0282472
177.776365912,19.726558869,0.0344276
178.210775091,19.850823004,0.0511903
178.45964895,19.75047688,0.0400991
181.45184043,19.959485205,0.0479282
181.817769123,19.839158753,0.0642912
182.331646746,19.88645633,0.0666543
182.463578191,19.787926222,0.0436311
182.703990738,19.890172253,0.0609976
183.327071747,19.93662921,0.0278244
183.988316054,19.976383226,0.0628718
184.088603769,19.818005489,0.0504751
184.138356665,19.794021122,0.0634408
184.226578008,19.878766099,0.0646618
184.360153364,19.795516792,0.064783
184.70833993,19.824372421,0.065247
185.650751465,19.812982885,0.0648276
186.032504911,19.878699629,0.0481948
186.816489866,19.906449905,0.050766
188.374266094,19.941086636,0.0646832
190.704981691,19.788456151,0.0639547
191.841864587,19.662578506,0.064483
192.998870043,19.728391285,0.0582482
167.767076482,19.386250602,0.0257792
170.23299072,19.631947735,0.0143249
170.64867276,19.833612065,0.0326671
171.201730936,19.77426023,0.0261669
171.345606722,19.85957605,0.0515168
171.442909834,19.874359227,0.0440064
171.481943136,19.699566543,0.051876
171.869718794,19.853401517,0.0217939
171.82385928,19.876690914,0.0493184
172.177119556,19.887004315,0.0518508
172.483956296,19.897426543,0.0522409
173.392950543,19.840157391,0.0569835
173.529170946,19.925087564,0.0635963
173.545112705,19.983888286,0.0633888
174.201392969,19.995106085,0.0656876
174.371633468,19.937901662,0.0337465
174.540407914,20.085117195,0.0640307
174.98854539,20.003692045,0.0336054
178.120048075,20.132998091,0.0535667
178.861557031,20.275141576,0.0521804
179.765980668,20.238306127,0.0551362
180.406206867,20.203197614,0.0556526
181.883170588,20.380210367,0.0581932
182.523984019,20.215582889,0.0435175
182.925091312,20.231741348,0.0614616
183.848858929,20.353811093,0.064703
183.812979278,20.259313964,0.06564
183.924609802,20.337062001,0.0658403
184.560817351,20.333463202,0.035592
185.176798697,20.312712845,0.0648231
185.506470404,20.341674099,0.0334502
185.587645844,20.216325154,0.063975
186.356954229,20.274142576,0.0661749
186.534672103,20.335708329,0.030933
187.272801722,20.386190063,0.0636343
187.296559443,20.367133809,0.0225606
187.627211484,20.246717067,0.0520946
187.979846146,20.18960596,0.0648521
188.541841665,20.211161639,0.0309693
188.408369535,20.239643633,0.0309764
192.029525477,20.194013439,0.0642376
192.922113983,20.053097416,0.0554399
166.931134564,19.856160015,0.0667257
169.024626912,19.921109856,0.0656029
169.603650818,19.985782811,0.0577584
170.289768746,20.066792866,0.0655622
170.323590108,20.103861972,0.0517115
172.765321483,20.235630523,0.0139606
172.809211819,20.341036162,0.0652434
173.173010458,20.438662739,0.020174
173.451394527,20.455012502,0.0346251
174.952753463,20.493859381,0.0641472
175.235281217,20.528736041,0.0481187
175.244537693,20.561972001,0.0642373
175.338387109,20.507310191,0.0484404
175.469223749,20.389273342,0.0601301
175.511049934,20.57702374,0.0383446
175.978201031,20.409104917,0.0384859
177.178214398,20.60992998,0.0665747
177.281084336,20.474013257,0.0358216
177.957122662,20.664924576,0.0633011
178.09038987,20.651847918,0.0230062
178.177497505,20.631305217,0.0222131
178.179516091,20.593817977,0.0237273
178.295679876,20.658833517,0.0240242
178.498692805,20.572531142,0.0225623
178.773898375,20.655724811,0.0490677
178.834151142,20.717282325,0.0490548
179.889083558,20.557656377,0.0548604
180.195467509,20.7708101,0.0571323
181.102583539,20.593578169,0.0429613
181.810262588,20.741524821,0.0615892
181.975285763,20.658059617,0.0587154
182.58159301,20.79770287,0.0608809
182.675636287,20.774426007,0.0610481
182.966595703,20.638286678,0.0616368
183.129385416,20.630709464,0.0640925
186.194996945,20.739777025,0.0642429
187.830838573,20.610295453,0.0646039
189.337156341,20.786140381,0.0593126
189.413595946,20.605745075,0.0594214
170.124915481,20.471062594,0.0506233
171.023258431,20.541613656,0.0329233
172.475535512,20.678793094,0.0521217
173.068034325,20.789216022,0.0638942
173.45695005,20.807750946,0.0634899
173.795844676,20.787795634,0.0649315
174.099202258,20.804182232,0.0359635
174.95593056,20.803470722,0.0545087
175.009416958,20.862230527,0.0543936
175.018415224,20.774435326,0.0641122
175.841814886,20.972585068,0.0669523
176.601010553,20.980805116,0.0477483
176.634979182,20.972707662,0.066991
177.67247706,20.969384449,0.0507775
177.684311082,21.109042455,0.0429219
177.927231631,21.002720931,0.0235114
178.083011422,21.102296356,0.0224789
177.999321445,21.108428515,0.0221328
178.193524893,20.989245138,0.021545
178.335943024,21.021498416,0.0220199
178.949204573,21.145939102,0.0667766
180.174985145,21.107543113,0.0324176
181.430022054,21.138171047,0.0481307
182.325645524,21.201777945,0.0435618
183.487191782,21.149026207,0.0600789
183.623717148,21.222746454,0.0662667
184.772031941,21.109062648,0.0513649
186.217797982,21.182347025,0.0638785
186.777230081,21.039786337,0.0639637
187.833585706,21.208854696,0.0669034
188.671564511,21.144464396,0.0633481
188.949353665,21.060400663,0.0586529
190.207056997,21.104740837,0.0432571
190.725014175,20.989747612,0.0214882
195.863596631,20.761141755,0.0642784
196.055155467,20.809834849,0.0646371
196.101267031,20.872665977,0.0649241
222.549875105,19.613402414,0.062785
222.90318961,19.479980191,0.0654304
224.208300394,19.154580293,0.0598287
220.760639293,20.453321814,0.0428025
220.888801257,20.315678906,0.0393532
220.92288429,20.418381577,0.0427315
221.363233567,20.21637746,0.0604307
221.36144593,20.22156114,0.0430596
221.484802449,20.304451843,0.0438126
221.759807198,20.194539856,0.0605858
221.958989249,20.095141948,0.0425089
221.89426891,20.132273894,0.0430608
221.969527003,20.187708181,0.037554
222.167561776,20.133750094,0.0621005
222.262249558,20.01316446,0.0634181
222.541569219,19.994984348,0.0435754
222.764177925,19.818638413,0.0669868
223.771043849,19.611465762,0.059333
224.167683786,19.458889789,0.0560038
224.388432144,19.505742986,0.0604131
224.727052495,19.441884821,0.0433136
224.837003321,19.275842487,0.0433395
225.622276852,19.140887264,0.0511775
226.178504483,19.040901885,0.0211736
213.11251905,22.529898504,0.0650133
220.99151884,20.698001821,0.0667222
221.267750906,20.622749444,0.0668864
221.294647403,20.599346545,0.042256
221.658903875,20.604502429,0.0432614
222.333309752,20.494699708,0.0621102
223.10121068,20.334269148,0.0439138
223.663584372,20.037593662,0.0449414
224.013130178,20.084558334,0.0579092
224.209501972,19.929736198,0.0598756
224.432969992,19.944442973,0.0594304
224.98582576,19.714233191,0.0543808
225.018823458,19.778022789,0.0600225
225.248670342,19.734647997,0.0664976
225.447982929,19.582756741,0.0524332
227.08988171,19.192115011,0.0218679
227.508833635,19.026970619,0.0386556
228.394728872,18.932349013,0.0594295
228.970187025,18.642366499,0.0473542
229.580796219,18.431056837,0.0430832
237.465547599,16.067367762,0.0646961
221.146827887,21.265858415,0.0570649
224.641299882,20.249102593,0.0604712
224.681498778,20.191524288,0.0590659
224.810191671,20.272700244,0.0418802
225.405552509,20.089330045,0.0531679
225.430722833,20.120276424,0.0662076
225.820594911,20.02584004,0.0601558
226.545595367,19.785541303,0.0505596
229.867944803,18.803950699,0.0541461
229.953518583,18.786110362,0.0539984
230.050271153,18.74219887,0.0429615
194.524275473,18.717555585,0.0626402
194.844479841,18.842939729,0.0468305
195.568142025,18.827307988,0.0650873
195.661508294,18.748721347,0.0629394
195.806432948,18.720979338,0.0644986
195.855878698,18.623793201,0.0654424
195.895679909,18.803381487,0.0644182
196.891445761,18.700649325,0.0650721
198.322888441,18.489647737,0.0625708
198.576326925,18.532725117,0.0628077
198.990329211,18.573558785,0.0628516
201.117092153,18.231479653,0.0283226
201.331770939,18.366805517,0.034148
202.033239374,18.16674868,0.0602599
205.213787455,17.856120373,0.0617508
205.534419345,17.952662046,0.0267362
205.888432912,17.883506811,0.066247
205.95632435,17.817356102,0.0415491
206.534262066,17.856233272,0.0666242
206.82117139,17.777182817,0.0665506
207.082525565,17.616798685,0.0639486
207.070178173,17.615932062,0.0650223
207.109216604,17.744578982,0.0669229
207.183161441,17.685883921,0.065609
208.824351011,17.446697543,0.0638035
209.610449592,17.266568234,0.0625669
214.161399766,16.637655424,0.0435751
215.611441252,16.491884177,0.0553943
216.882011413,16.192711642,0.0624576
217.322682791,16.181425328,0.0393409
217.406361118,16.205216363,0.053667
217.634662939,16.123456225,0.0532884
217.704709881,16.116003754,0.0487945
217.963992337,15.938059807,0.0546577
218.408268884,15.873733892,0.0497576
218.979075069,15.88670012,0.0300701
219.063364082,15.822750312,0.0534184
220.42028903,15.516928258,0.0465039
221.609693186,15.24439387,0.0535034
223.132211316,15.022217872,0.0608414
223.18059081,15.074459993,0.0538942
224.906221734,14.538463768,0.0348895
225.509298587,14.580976317,0.0506799
228.117918094,13.828789333,0.0660005
229.230531185,13.680891095,0.0617352
229.486393599,13.690387652,0.0657347
230.474461485,13.248571059,0.0475947
231.660756491,13.119322584,0.0298357
233.869457243,12.482992975,0.0382985
234.07538755,12.421215851,0.0505183
234.129427981,12.462279501,0.0524746
234.591209203,12.207056568,0.0348169
235.160001305,12.065920548,0.052781
235.433825991,12.107662554,0.0533645
237.496599123,11.584238573,0.0348751
238.255562341,11.34098793,0.0416397
238.373350608,11.365123858,0.041735
239.260171157,11.013505709,0.0471272
240.463227945,10.579717098,0.0645737
244.039863401,9.695163619,0.0414342
245.644834684,9.225759295,0.0515782
245.489782608,9.073360385,0.0515688
246.479902384,8.818731216,0.0508567
246.898442956,8.655683334,0.0332722
246.912498139,8.807036124,0.0507535
194.620231222,19.247360873,0.0632398
194.802720065,19.272915641,0.0631052
195.053893905,19.217831556,0.0648935
195.179951047,19.237339654,0.0640974
195.360851123,19.213416736,0.0644316
195.411588304,19.260427573,0.0632637
195.618702373,19.081712827,0.0613917
195.866531357,19.133026219,0.0601835
196.773499045,19.126802227,0.0638876
197.114400225,19.102251853,0.0534395
199.474975441,18.923111387,0.0622696
199.984431064,18.938507203,0.0629833
200.464975188,18.821618984,0.0632066
200.98933622,18.696054525,0.0638489
203.903236151,18.517253652,0.0615231
207.057186223,18.022207301,0.0655151
207.139285433,18.05324763,0.0256854
207.41072155,18.099012773,0.0262663
207.416566351,18.035587258,0.066805
207.601306935,17.97906487,0.0498984
207.735074683,18.108132837,0.0649592
208.450269508,17.900671169,0.0629681
208.752515055,17.948007988,0.0659757
208.774238219,17.924176165,0.0648799
208.897504717,17.924340872,0.0641139
208.914642612,17.916201571,0.0631569
209.041087398,17.900854298,0.0637111
209.23176042,17.821636955,0.0631557
210.015484769,17.707599986,0.0639969
209.934968517,17.804166077,0.0638549
210.481408343,17.716936201,0.0608325
210.540244044,17.576553328,0.0442198
210.563131214,17.65230954,0.0273796
211.365142853,17.520235674,0.0584539
211.813259742,17.561739642,0.0658441
211.788910655,17.429717257,0.0658922
212.342376783,17.455447575,0.0578319
214.133871449,16.998990779,0.0441803
214.386096493,16.960262833,0.0444587
217.575712843,16.592170857,0.0521923
217.778778595,16.472437084,0.0519322
218.131513111,16.396442126,0.053985
218.306012066,16.356258607,0.0537665
218.454155433,16.451603496,0.0510251
218.591044749,16.272759475,0.0510212
218.636242706,16.423984422,0.0535983
219.018574533,16.332945031,0.055354
219.234398183,16.156632498,0.0367648
219.482447114,16.08407004,0.0530785
220.206185901,15.938174064,0.0495493
221.449339438,15.750141761,0.0480531
221.504470374,15.674087133,0.0644277
221.805599661,15.641407272,0.0650493
222.130189977,15.607971376,0.0522947
222.224195088,15.615875477,0.0459916
222.821940289,15.446453653,0.0453514
222.850167885,15.433900068,0.0605172
223.272004861,15.36193903,0.0551916
224.426883741,15.266904608,0.0355919
229.161738777,14.167196767,0.055541
229.202929794,14.084440683,0.0668552
231.03392392,13.593615726,0.0221359
232.21040118,13.4354385,0.0314389
233.142197703,13.078171797,0.0522976
233.35466696,13.105142617,0.0528675
233.513749954,12.935807947,0.0525429
234.042400244,12.844422148,0.0468638
235.258175503,12.566021283,0.0533056
236.925478107,12.205165719,0.0342699
237.370015853,11.935902082,0.0351792
237.818716112,11.806803403,0.0344497
237.977588543,11.761240456,0.0526893
238.050697588,11.801607232,0.050353
238.946528787,11.625545512,0.0348825
239.433478893,11.298447924,0.0399539
239.671262306,11.240431724,0.0549535
241.303721441,10.93220244,0.0637153
244.723844805,9.807427376,0.0476182
246.580550646,9.230601807,0.0364711
246.720804907,9.125927343,0.0456334
193.400534757,19.687437582,0.0648433
194.248419141,19.704139803,0.0645043
194.250385809,19.587564908,0.0645474
194.488299639,19.617637803,0.0641626
194.929793402,19.591088493,0.0393297
195.240379218,19.686972122,0.029934
195.181456036,19.597530269,0.0636811
195.288903383,19.494160676,0.0634442
195.344705426,19.553332327,0.0639069
196.221802947,19.646619129,0.0621303
196.610138399,19.434061278,0.0649539
196.703966853,19.586334307,0.0641299
197.432152359,19.490960466,0.0637579
198.20077285,19.446904822,0.0634484
199.269262133,19.224177832,0.062779
199.687403694,19.305886497,0.0625184
200.036007403,19.22847832,0.0629112
202.896555135,18.917246587,0.0235093
206.210554186,18.628701755,0.0619901
206.896583446,18.485281428,0.0661322
207.163900683,18.478174424,0.0388855
208.407030126,18.432961046,0.0576126
209.908074791,18.096461668,0.058801
209.920241794,18.099761175,0.0368606
210.180975996,18.120524522,0.0619091
210.541232258,18.055775974,0.0596332
210.6527555,18.006728708,0.0442863
210.846171225,17.980477393,0.037532
211.307772364,17.998819134,0.0648354
211.334584379,18.01251759,0.06557
211.837578268,17.923611991,0.0578437
212.383891614,17.896203012,0.066905
214.242976212,17.615639525,0.0443081
214.225034429,17.459019859,0.0541867
214.336404359,17.590169846,0.0542382
215.366605156,17.376816504,0.053881
215.613207332,17.212266874,0.0532546
215.900800077,17.171931036,0.0525335
217.166849876,17.024745419,0.0498778
217.595999716,16.93878395,0.0529076
217.898060004,16.817678531,0.0633604
218.584726806,16.802494441,0.0537669
218.831769677,16.73147017,0.0558387
218.911602621,16.728437586,0.0592593
218.947761105,16.761586795,0.0584056
218.949008547,16.752673694,0.0550535
219.081712189,16.579435311,0.0554643
219.193059473,16.73647163,0.0606855
219.323230088,16.649522592,0.0606003
219.440988096,16.668493523,0.0608357
219.600935524,16.636389214,0.0546714
219.59921828,16.537553009,0.0535244
220.680616424,16.422361539,0.0479248
220.649179688,16.476444167,0.0533629
221.077893291,16.259321825,0.0395601
221.664599024,16.146452827,0.0349128
222.307161657,16.090031986,0.0601328
223.028280155,15.913838912,0.0547948
223.046767729,15.935390698,0.0555869
223.795372294,15.813074091,0.0642597
224.64296105,15.459987337,0.0554705
224.994077262,15.482711107,0.033153
225.289272324,15.327313236,0.0452782
226.517895653,15.219558903,0.0458854
226.886121209,15.07845809,0.0448347
229.218822282,14.550216816,0.0555804
229.622393308,14.404898045,0.0666901
229.593078549,14.416789777,0.0475293
230.301817531,14.252470488,0.0437988
230.531309629,14.189293746,0.0298443
234.773450781,13.015165018,0.0530217
234.929274296,13.145695282,0.0531911
237.117236564,12.389588615,0.0426139
237.445599152,12.399318706,0.0147103
238.595143155,12.076731936,0.0522796
238.972839121,11.978819089,0.0351523
239.446747408,11.857641064,0.0558225
241.368543535,11.334423277,0.0641644
241.77225362,11.200536958,0.0430939
241.968800538,11.076150761,0.0431909
244.414575223,10.362712104,0.0329081
246.580516564,9.801938957,0.056995
246.660550383,9.616549739,0.0513665
247.792010682,9.277187353,0.0523177
194.616401705,20.114925592,0.0648493
194.735966176,20.10174083,0.0657562
195.452308703,19.964980667,0.0471539
195.501669155,19.99519084,0.0632916
195.541188446,19.932544091,0.062892
195.908618297,20.045221957,0.0663515
198.43364144,19.846978713,0.022745
200.622553452,19.527107814,0.0293081
201.040643935,19.683772861,0.0444694
202.139776967,19.490691456,0.0623242
203.880718587,19.321640973,0.0602214
206.025590346,19.059003856,0.0616808
206.694941875,18.941034181,0.0615261
207.064555606,19.052826909,0.0501394
207.381622449,18.895783911,0.0627164
207.643149887,18.899391648,0.0636096
208.451571843,18.88565509,0.05434
209.84457887,18.59246011,0.0599191
209.849746299,18.489538547,0.0585415
210.308256954,18.612996308,0.0516831
210.534882216,18.504763957,0.0594547
210.461291882,18.421135521,0.0509307
213.992966833,18.049568974,0.0555743
215.241152602,17.687910621,0.0547628
215.48316254,17.677128108,0.0551771
215.579512091,17.797658737,0.045799
215.64438477,17.719363756,0.0539712
216.197698963,17.563343078,0.0546018
216.280975557,17.604719989,0.0532838
216.369064489,17.628082837,0.0518992
216.369791467,17.61923489,0.0536614
216.374027997,17.552567328,0.0532253
216.390508673,17.47711444,0.0541443
216.768799991,17.49097083,0.0543989
217.739742913,17.402455352,0.0505953
217.852710339,17.28690924,0.0508496
217.977782528,17.357476708,0.049977
218.426221461,17.198673898,0.0497301
219.255602415,17.014117642,0.0405961
219.749165454,16.884182349,0.060653
219.843942348,17.013365375,0.0304786
220.139849908,16.979266926,0.0482111
220.55312015,16.881388914,0.0479978
220.579048479,16.817650887,0.0534427
220.820951441,16.859000243,0.0303856
221.108940081,16.792268207,0.0303399
221.370987616,16.732935452,0.0468317
221.355800293,16.586243877,0.0370541
221.691212836,16.562671785,0.0347506
222.140367814,16.503143275,0.0627254
222.42933129,16.340582335,0.0604188
222.752495911,16.476437064,0.0400047
222.866799661,16.397925868,0.0403044
222.919306899,16.363340947,0.054051
222.98522435,16.397803686,0.0543695
223.165099375,16.337473417,0.0555916
224.151377024,16.120092556,0.0459535
224.830051107,16.024341277,0.0467255
225.432983374,15.864680199,0.0337074
226.440055766,15.599996563,0.0455653
226.663089074,15.523826113,0.06553
