ra,dec,z
320.155214394,1.092421194,0.035475
320.14737806,1.086781107,0.0343586
215.73635926,5.634096067,0.055752
215.768677908,5.709705276,0.0554111
215.77536385,5.701692744,0.0554111
215.778476814,5.657529804,0.056522
215.803004158,5.710213157,0.0563605
226.625676366,5.324084679,0.0367047
226.678787342,5.325984475,0.0369528
226.728316992,5.232836587,0.0364126
230.283131516,5.058123427,0.0449355
230.341251065,5.066834761,0.0442539
230.357926899,4.96216242,0.0446319
230.368544199,5.237451008,0.0437689
233.461020493,5.273698044,0.032443
238.414679178,4.53746649,0.0342734
243.08625113,4.600697791,0.0361765
243.088500971,4.606613573,0.035948
243.174373404,4.647926109,0.0361952
324.910245586,10.356134118,0.0338732
324.930925249,10.337491614,0.0353346
324.930057082,10.330499577,0.0353346
344.902269288,13.296576796,0.0337009
344.901102825,13.369842572,0.0340098
348.089237666,14.609391989,0.01622
265.636883228,53.953557623,0.0517234
265.654130508,53.829468491,0.0512008
265.679200522,53.83112077,0.0513489
344.729813555,-8.457875191,0.0597395
344.75233597,-8.450092283,0.0589308
344.79062287,-8.484362148,0.0600278
347.591047457,-8.688703932,0.0242193
313.415724584,-0.630018779,0.0543191
313.481636189,-0.643045635,0.0546388
313.50329211,-0.655475763,0.0544988
327.744550251,-0.813613655,0.0274472
327.825344317,-0.957026941,0.0274175
327.712219584,-0.847942188,0.027197
349.724202256,-1.060266665,0.0300842
42.391292309,-0.588526714,0.0442785
42.419568145,-0.56591358,0.0453852
42.370817043,-0.567326807,0.0443484
42.440125751,-0.824118887,0.0439299
42.455573978,-0.793522889,0.0445063
26.193837652,0.272283545,0.0596886
26.217397071,0.264506824,0.0598237
26.226507218,0.281467154,0.0603974
26.252472422,0.229656461,0.0594443
29.670577398,0.529225712,0.0232796
29.717893634,0.568308471,0.0232691
7.047142688,-0.436288843,0.0637299
7.100225701,-0.430048147,0.062799
7.104414856,-0.443278004,0.0632879
7.048001701,-0.398344949,0.0630042
7.096025073,-0.353593717,0.063709
166.349445843,55.774355751,0.0657524
166.561269702,55.781190407,0.0652911
166.591247166,55.772924132,0.0654202
166.455616952,55.781770909,0.065673
166.623635187,55.718488091,0.0657321
166.999641649,55.880830595,0.0504751
167.06826226,55.878991673,0.0497665
167.069132094,55.936817592,0.0501145
158.941788913,54.694090124,0.0458454
159.178129839,54.793308058,0.0455511
159.123511366,54.718867509,0.046113
159.18334473,54.797003183,0.0458851
159.386931656,54.851849844,0.0461444
163.455762841,55.663849887,0.0476334
163.58943507,55.668660719,0.0475881
163.657913616,55.662790998,0.047841
163.513972301,55.588467125,0.0475337
163.667706624,55.62029039,0.0467092
160.964499639,55.761962106,0.0257232
160.895822139,55.78823784,0.0264906
160.906731886,55.822937614,0.0258241
168.417580667,57.171872957,0.0380098
168.435159813,57.15272902,0.0378088
131.326667116,41.476753969,0.0302761
131.558778616,41.57980511,0.0303647
131.409404965,41.56572679,0.0296912
139.212770535,45.700705898,0.0260878
139.193936008,45.812545559,0.0260381
150.964836064,48.785069249,0.0652427
151.067586101,48.690406526,0.06566
151.030857737,48.797188802,0.0667697
151.084282718,48.860714057,0.0663241
151.109605088,48.858254277,0.0657217
151.449651171,48.803485599,0.0653113
151.481021435,48.860380016,0.0659981
151.523904556,48.818880168,0.0648417
151.537751422,48.826018309,0.0648417
151.557139611,48.881730849,0.0653253
152.715159735,49.796775383,0.0501175
152.689538874,49.839965459,0.0506727
152.700568472,49.832536294,0.0506727
152.58928601,49.946262164,0.0507192
177.745098064,54.329604003,0.0663635
177.873719446,54.224967685,0.0661856
177.877242076,54.223658034,0.0646508
177.897950474,54.229032922,0.0661856
177.879308837,54.173108976,0.0652813
169.002969992,54.704813818,0.0420438
169.194349223,54.751419483,0.0419169
169.20743711,54.72806907,0.0417072
116.038021465,29.24743162,0.015841
116.061036842,29.248131361,0.0158386
128.0056082,41.699163628,0.0403007
127.969167671,41.724604792,0.0398027
118.613876336,31.64775012,0.0613772
118.637533865,31.821423997,0.0607504
118.590457054,31.776523595,0.061555
118.602351256,31.792756798,0.0612164
118.603414274,31.794463269,0.0612164
124.622092557,37.296750033,0.0413562
124.528686608,37.388214287,0.0416968
134.640358425,45.226232973,0.0391863
134.629747373,45.279500816,0.0396486
134.693386659,45.265621345,0.0397585
134.505317066,45.310614791,0.0393456
172.423704935,56.27714083,0.0590707
172.385368421,56.25078377,0.0592312
172.452811901,56.270793294,0.0588867
172.464654136,56.224160807,0.0588644
139.586558164,40.998498439,0.04936
139.58541699,41.031875069,0.0493809
139.625268757,41.047579465,0.0491994
139.720136194,41.110210216,0.0490464
139.717172195,41.10741171,0.0490464
119.314389193,27.496015061,0.026607
130.205488202,36.965841498,0.0552433
130.216776007,37.008863274,0.0555511
130.17954803,36.976209864,0.0557925
133.395188935,39.089338861,0.0285889
133.311582977,39.172898474,0.0289353
133.406495833,39.13581012,0.0289215
133.4027137,39.135908591,0.0301066
157.022593553,49.03740013,0.0434658
157.174922491,49.071844386,0.0429359
157.125616987,49.071447363,0.043217
177.356408582,52.289493194,0.0528577
177.307105149,52.254411204,0.0527405
177.347237299,52.348117644,0.0532068
177.376916587,52.413356432,0.0523311
177.414541309,52.290654787,0.0525352
136.992969799,41.708927637,0.025111
144.799517242,45.373813922,0.0425991
144.811582224,45.365937394,0.0425991
144.723838523,45.367632689,0.0420241
144.787853727,45.370891754,0.0427367
180.024778089,52.856989606,0.0665591
180.025139104,52.858200075,0.0665591
179.950230623,52.979310638,0.066425
179.969129596,52.82149008,0.0659052
179.977983438,52.828761131,0.0659052
183.209017772,52.910485699,0.0320959
183.204100773,52.903357306,0.0320959
173.167694363,52.950440858,0.0264592
173.153030593,52.947737701,0.0270521
173.136544477,52.939346187,0.0267714
173.194571862,52.940943596,0.0274938
178.010869571,53.314239648,0.0550424
178.016961901,53.289331,0.0564175
178.025915838,53.311258369,0.0550424
178.039160487,53.316760562,0.0557946
151.593532783,52.813460585,0.0452178
151.688694604,52.796515234,0.0456101
151.711083452,52.839583721,0.0447315
151.54380719,52.884349708,0.0459148
135.942237977,46.606641834,0.0391176
135.907556581,46.664461294,0.0390218
135.838287807,46.754731613,0.0391001
146.14628711,52.073201749,0.046662
146.089824734,52.151483434,0.0472864
146.163023953,52.08600995,0.0472679
128.447248116,35.000613374,0.0538827
128.463356493,35.011547727,0.0529139
128.47948987,35.069556475,0.053106
128.468895419,35.084399594,0.052758
128.47412878,35.09349384,0.052758
134.136333966,39.141047263,0.0418694
134.290228202,39.075957817,0.0418723
134.099000904,39.190754833,0.040539
118.461363493,29.322874657,0.0569794
118.497435443,29.360611705,0.0577222
118.486486597,29.267321706,0.0580613
118.510690793,29.295892706,0.0574413
172.149730133,50.989844769,0.0320841
172.156060442,50.827500144,0.0322763
172.153006409,50.823164342,0.0322763
172.318322822,50.953461899,0.0318248
170.740808986,51.25943458,0.0479462
170.803442333,51.185932992,0.048674
170.713347571,51.129611062,0.048324
170.895915623,51.196992135,0.0496359
151.88248795,48.618024367,0.0650987
151.693192416,48.630658227,0.0648975
151.690431005,48.627396986,0.0648975
151.81953047,48.680455904,0.0650557
151.799538558,48.755482065,0.0653387
119.585264135,25.149217058,0.0161017
119.485361899,25.160861723,0.0154573
119.91189792,24.982332222,0.0157443
119.340025402,25.866011468,0.0452729
119.335777395,25.88109664,0.045268
119.338865749,25.894987205,0.045268
119.398038189,25.807277039,0.0453791
119.359499374,25.820843812,0.0465195
128.098346578,33.089081582,0.0562735
128.084491288,33.187086448,0.0563097
128.101567694,33.189575835,0.0563097
128.116718933,33.202587254,0.055771
128.124361588,33.054300775,0.0564216
158.933643452,45.914918896,0.0539826
158.994218282,45.911148321,0.0536335
158.920765955,45.933393329,0.05399
158.954866018,45.897831963,0.053599
158.877478157,45.819996201,0.0542057
178.488690933,48.944052946,0.0533161
178.526644402,48.891964729,0.0538601
178.562088489,48.916319597,0.0539457
178.624122417,48.899523794,0.0544408
128.970461592,33.385008393,0.0549958
128.980704578,33.379808072,0.0549958
128.990425468,33.37366211,0.0551747
128.915372979,33.396182764,0.0553779
220.321491097,44.478853299,0.0107546
220.383430305,44.512779741,0.0109055
225.098941359,43.282214025,0.0312752
225.104177681,43.287014447,0.0312752
225.140732722,43.334603855,0.0314033
156.334701253,5.929935913,0.0434859
156.332594629,5.923138434,0.0434859
156.242890808,6.004081158,0.0437045
151.577007187,6.107700879,0.0313119
146.998970327,53.812229643,0.0468949
147.029509541,53.829501813,0.0468014
147.140349185,53.921724715,0.0475682
147.328797703,53.876335709,0.0468296
170.441718372,59.676660234,0.0549727
170.477484945,59.68004091,0.0550623
170.11031702,59.853131506,0.054999
170.194078509,59.896767332,0.0538337
170.138172462,59.870517164,0.0544797
181.759384735,58.83320189,0.031629
181.759168011,58.829753858,0.031629
196.680386854,59.813388595,0.0596363
196.742185673,59.827131759,0.0589861
196.75717361,59.811591348,0.0594704
164.999707534,6.225048741,0.0519665
164.886980532,6.086888694,0.0517426
164.922904613,6.200438199,0.052075
164.953574456,6.184044693,0.0516105
165.017152308,6.187965832,0.0526166
134.535452413,4.686728283,0.0587403
134.588981142,4.671344603,0.0587764
134.629561089,4.642019109,0.0585801
134.648403281,4.624456664,0.0593364
134.671386936,4.626068437,0.0585397
160.102762542,6.860473064,0.0303365
160.132659446,6.870315929,0.0304435
164.212440656,6.906159906,0.0219535
139.886350401,5.637375991,0.0589113
139.865986363,5.629502173,0.0593801
139.865937301,5.642270789,0.0593801
166.996296105,7.482718685,0.0408035
167.004099643,7.442283398,0.0412506
167.003586612,7.439913816,0.0406416
167.002094419,7.44258337,0.0412506
162.073777442,7.62818793,0.0532106
162.106179805,7.597939421,0.0528865
162.120877857,7.577848468,0.0530887
162.124474653,7.634213437,0.0527306
167.567628475,7.806262665,0.044589
167.620401993,7.809612544,0.044625
167.486854226,7.760272653,0.0445418
167.579987021,7.641906942,0.0444428
167.567941264,7.788016674,0.0436075
158.367339186,7.787063417,0.0667803
161.249573071,8.386339748,0.0508111
161.266307982,8.31926987,0.0506308
175.894459264,8.942466248,0.0199188
180.951263042,9.365524751,0.0352052
181.065675572,9.396900521,0.0351863
181.191078875,9.422504847,0.0353389
187.718567644,9.159108443,0.0392819
187.730437639,9.151098454,0.0392819
187.721532784,9.082479679,0.0393289
187.734111964,9.09691602,0.0389137
187.797246506,9.106442394,0.0395776
182.511182695,59.42083096,0.0447059
182.462714348,59.448073295,0.0443107
182.469421256,59.478619732,0.0439073
182.876492602,59.464928523,0.0445371
182.199547541,62.570716235,0.0651263
182.282192113,62.670054915,0.0645489
182.288193885,62.671148715,0.0645489
182.4066324,62.655414892,0.0653273
182.638041944,62.691254774,0.0649724
176.2885622,49.718878823,0.0322098
176.52743104,49.801376351,0.0325958
156.577328303,47.058608231,0.0597452
156.564803614,47.007442634,0.0610571
156.637560921,46.968957466,0.0608954
156.780931621,46.921637347,0.0610439
156.617473502,47.031115248,0.0605425
157.357106517,47.233427065,0.0518134
157.355828372,47.189908708,0.052058
157.444196992,47.135802638,0.0517698
157.547639197,47.154657687,0.0518917
157.749936332,47.10924987,0.0516793
171.280481075,49.700757158,0.0499421
171.31983315,49.639566256,0.0508223
171.432783985,49.677376282,0.0496788
177.538577818,53.370244409,0.0523643
177.844463922,53.44423173,0.0518427
177.799193298,53.569623778,0.0518464
193.168781117,55.635753229,0.0636131
193.289919853,55.675796455,0.063805
193.305900971,55.66186948,0.0640315
193.337783435,55.653253837,0.0640172
193.372082994,55.692445141,0.0643089
205.280745161,54.265242173,0.0644749
205.309000124,54.250862673,0.0652797
205.35643581,54.249292474,0.0661434
205.406391074,54.18495631,0.0643533
205.490343146,54.256090937,0.0657192
211.468300959,53.12903859,0.0409503
211.476955438,53.243254605,0.0409916
226.528345899,46.335286054,0.0370451
226.618947575,46.344202059,0.0364043
236.117636185,41.119854635,0.0321718
236.114217022,41.121798441,0.0321718
236.089667393,41.086367941,0.0316515
211.945280672,56.346278475,0.0412763
211.785606275,56.540247682,0.0406775
211.804697853,56.485990304,0.0412493
208.706676265,58.388038102,0.0612037
208.634515452,58.396158948,0.0608031
208.602059636,58.336150431,0.0603561
208.636223967,58.36752942,0.0610072
208.757706303,58.391907032,0.0605316
254.317208002,27.849605558,0.0338399
254.35260677,27.725950577,0.0335393
244.012985361,38.518057618,0.0349491
212.300407547,56.399008343,0.0416629
239.183990652,46.344607244,0.0401048
239.243373282,46.364126981,0.040497
239.208743341,46.414736143,0.0387909
239.103857733,46.324402497,0.0382264
238.675222132,45.344269272,0.0401402
238.687012611,45.338269724,0.0401402
238.681007563,45.345376442,0.0401402
46.304718394,-1.006362158,0.0454963
46.332414237,-0.970703415,0.0448852
46.27233551,-1.087387708,0.0451526
46.294195136,-1.075451603,0.045037
143.061409953,39.559438266,0.0477142
143.098981236,39.595719934,0.047559
143.040179392,39.504654641,0.0469208
141.305154791,39.497233449,0.0464378
141.344399726,39.565325909,0.047038
141.191425838,39.402245661,0.0459731
141.202160413,39.394832239,0.0459731
168.227053156,9.514014845,0.0290745
168.394516531,9.492043202,0.0293049
168.457287964,9.58630908,0.0292507
167.627328486,10.061155506,0.046746
167.65478831,10.050538274,0.0468802
167.677939369,10.094019102,0.0469039
167.72302099,10.294353131,0.0463035
163.459044286,44.364432365,0.0486684
163.490587123,44.430586209,0.0483327
163.501342357,44.470389068,0.0485186
156.012720972,44.023919028,0.0436902
155.995008856,43.855766213,0.0431783
155.975262628,43.830586897,0.041959
149.42120949,9.376124365,0.0509419
149.398501139,9.526422253,0.0506227
149.472370225,9.502043627,0.0508648
149.451859879,9.501491913,0.0517146
131.799225933,31.150044869,0.0520122
131.831276528,31.181745748,0.0519816
131.755911935,31.220554451,0.0525497
131.662799922,31.139343775,0.0525304
131.767421391,31.220515819,0.0525497
131.760503289,31.429772025,0.066013
131.692200519,31.413637165,0.0660378
131.679108439,31.435420448,0.0665557
131.692962533,31.342986826,0.0658262
132.121032134,32.303779591,0.0655911
132.117841217,32.315774915,0.0655466
132.116118549,32.320114843,0.0654156
132.133371018,32.336791864,0.0657956
132.198718592,32.421076535,0.0653532
132.876543467,32.800197251,0.0669431
132.917478005,32.941475884,0.0666308
132.934366234,32.954043311,0.0668484
132.924376401,32.998192861,0.0663209
148.388832254,39.755536488,0.0668069
148.475911127,39.711822999,0.0667364
148.506625373,39.73865657,0.0662616
148.43775408,39.676880235,0.0655331
148.493538539,39.715083511,0.0667364
154.666229263,10.779298705,0.0513096
154.665652862,10.787391467,0.0507774
154.667741364,10.782851975,0.0513096
154.776647352,10.696490172,0.0515584
131.659954926,7.947841835,0.0517971
131.659710622,7.948416786,0.0517971
131.64701101,7.889009764,0.0519609
131.672653594,7.918760687,0.0517761
135.127719816,8.302002261,0.0627195
135.068246865,8.330383181,0.0628977
135.187465082,8.295825408,0.0625808
135.014393933,8.355040763,0.0628063
135.173264608,8.383652836,0.062668
179.961622396,14.197042507,0.0436248
180.018526907,14.203482886,0.0432772
179.936062468,14.19505945,0.0436016
121.605723674,7.054919582,0.0525297
121.605918904,7.049698199,0.0525297
121.555860145,7.095064449,0.0535038
141.44658555,11.420723279,0.0125245
141.448175978,11.428216122,0.0125245
150.396232815,12.764966113,0.0209562
175.924982188,15.810664417,0.0629532
175.883638279,15.856485688,0.0625551
175.898433023,15.842587091,0.0629969
175.922509379,15.765430842,0.0626813
135.909810942,30.749815091,0.06379
136.029873942,30.882972795,0.0635701
136.064457009,30.86801309,0.0645694
136.022879774,30.952233399,0.0636199
135.866614549,30.963556626,0.0633961
146.632576095,34.628531545,0.0522946
146.64087551,34.685789416,0.0521859
146.686452736,34.614426687,0.0527133
146.696989059,34.642227831,0.0523889
155.035762302,37.544098611,0.0475775
155.065666106,37.538322331,0.0477323
155.110438456,37.555275693,0.0467026
155.071197984,37.600147324,0.0466843
155.088170193,37.604491316,0.0466843
164.78585529,40.031842176,0.0577655
164.797905268,40.029984767,0.0573746
164.813296113,39.9864647,0.0578379
150.726756238,36.963274211,0.040896
150.72175352,37.002916486,0.0405717
150.725570312,37.013615835,0.0405717
157.183673602,39.778543748,0.0300443
157.198498931,39.828220744,0.0302958
190.834173554,49.866905174,0.0393039
190.882640183,49.878361454,0.0391199
223.568539658,42.557909569,0.0179124
223.814898519,42.506869821,0.0183045
181.725794691,58.252786733,0.0643543
181.650216626,58.386402307,0.0641556
181.685496204,58.457689662,0.0650937
181.700571083,58.343017917,0.0632485
181.78119741,58.362067502,0.0637575
164.010031087,44.395565148,0.0369382
157.152226514,43.478945739,0.0521978
157.081218472,43.55232263,0.0524071
157.079063348,43.55214364,0.0524071
157.211465365,43.546305249,0.0527258
160.765451365,44.517311132,0.0601005
160.7638966,44.523414446,0.0601005
160.759471408,44.52283086,0.0586738
160.788074769,44.507210335,0.0588525
175.197304553,46.540504642,0.0535883
175.201949857,46.46586942,0.0535124
162.019943719,45.566683161,0.0496565
161.890848844,45.567946608,0.0495593
162.051231427,45.595319889,0.0500926
170.949057135,47.189867929,0.0535717
170.961517947,47.188433382,0.0535799
170.969285298,47.194852664,0.0532978
193.922092463,46.779312177,0.0500937
193.613494373,46.74631335,0.0499505
193.81249663,46.644673572,0.050066
200.57761811,46.569057512,0.0602882
200.496307039,46.564361555,0.0607612
200.613501079,46.607385348,0.0609909
200.644002081,46.577402578,0.0607275
192.750070092,47.695584306,0.0293973
192.74803196,47.671559149,0.0295281
192.665980719,47.93343266,0.0294937
210.500391315,45.561887524,0.065442
210.504588179,45.565030956,0.065442
210.501251535,45.5698346,0.0647806
210.529504398,45.553474617,0.0660105
210.602358019,45.564008301,0.0652148
226.157720405,40.372066691,0.0298166
139.583736223,31.511817169,0.0488401
139.674976167,31.44476722,0.0482297
139.668659525,31.456745408,0.0482297
139.697040451,31.464508506,0.0496957
139.686845653,31.587975321,0.0489342
149.381140572,36.091323428,0.0273298
151.714296908,37.247915722,0.0336686
151.735093257,37.280045526,0.0336769
151.843281387,37.248795631,0.0336136
136.982268433,31.689037569,0.0660154
136.978681087,31.694640585,0.0660154
136.978814492,31.688849078,0.0660154
136.99007344,31.729742243,0.0660246
137.018907336,31.726938133,0.0654045
149.322092097,36.831533843,0.0532059
149.338629622,36.87910584,0.0537694
149.323118506,36.833241563,0.0532059
149.427701585,36.864809918,0.0540494
139.093218886,33.037520203,0.0625344
139.106397131,33.034945292,0.0625344
139.192683975,33.053018802,0.0619926
139.208187018,33.062449572,0.0627628
149.072103298,37.590025961,0.0229502
149.069317591,37.647068069,0.0224063
202.629598555,55.210193673,0.0665844
217.629941579,52.707252215,0.0447959
217.523077798,52.655970805,0.0444601
233.876198571,46.755287982,0.0364762
233.988638311,46.748452534,0.0372516
233.988866599,46.703864871,0.0382823
188.820839399,47.29996207,0.0309934
206.375000073,45.335902565,0.061066
206.402329904,45.345579114,0.0605077
206.392772104,45.249978532,0.0598729
206.498244556,45.374330668,0.0600423
206.484836796,45.249870668,0.0612826
226.830304629,39.446067871,0.037024
226.931920836,39.527000046,0.0371382
226.878278137,39.516747164,0.0367977
186.73635868,48.277012492,0.026018
199.375519029,47.783150526,0.0268396
199.381805147,47.676656625,0.0269767
244.085487238,28.169852957,0.0500501
244.127621672,28.146112713,0.0500789
244.115989982,28.219488111,0.0505144
242.169939927,29.96557712,0.0477137
242.212857858,29.954141455,0.0484857
234.382195598,35.331925924,0.0556146
234.356670718,35.241248273,0.0564874
234.389839223,35.231047601,0.0552898
234.421218692,35.212666331,0.0552131
234.473518144,35.172130491,0.0548728
235.015125559,35.005033984,0.0568019
235.109832425,34.926649076,0.0566392
235.098851439,34.915353687,0.0566392
175.527668396,11.537798836,0.0428692
175.526825893,11.599932132,0.043057
175.551221494,11.511422817,0.0431807
175.558531007,11.597220175,0.041922
175.598544115,11.615525069,0.043316
182.136978925,12.267308361,0.059379
182.083006577,12.286677814,0.0591481
182.077213058,12.291325358,0.0606876
182.088106297,12.313957033,0.05987
182.096951981,12.276575158,0.0597977
182.238152925,12.112843535,0.0601606
182.266569599,12.070253602,0.0604178
182.227460502,12.053373258,0.059733
182.266463487,12.054455152,0.0603685
167.449712478,12.798233698,0.0431518
167.476452307,12.80010124,0.0433474
167.489589874,12.968262746,0.0429412
167.454329567,12.770195582,0.0426113
167.454337563,12.770204793,0.0426113
200.223985727,12.178228599,0.0613722
200.254777717,12.199454112,0.0609439
200.25711039,12.212496914,0.0609439
200.274310432,12.210892979,0.0626433
200.327929104,12.212958689,0.061233
189.929928407,13.477405405,0.0468165
189.944410485,13.533297492,0.0464585
189.955274609,13.549118303,0.0466289
148.527059751,37.951716385,0.0645759
148.598825508,37.907435444,0.0649759
148.642266821,37.944962189,0.06453
148.648075129,37.941502446,0.063711
148.566226402,37.847168107,0.0651984
199.274756425,43.953657503,0.0517446
199.125552782,44.000120717,0.0516285
199.152919947,44.015786327,0.0516599
199.373981304,43.93384702,0.0521158
221.352464621,38.77970034,0.0320989
164.635536229,44.032536643,0.057017
164.626455738,44.043427808,0.0578862
164.618445989,43.960531297,0.0576773
164.636076891,43.988832739,0.0584747
164.719932477,43.987139764,0.0571951
223.690443179,38.484407458,0.0278251
163.938000518,44.1792104,0.0374652
163.944957619,44.049661998,0.0371922
163.884163677,44.090948068,0.0373544
204.435985227,44.38979526,0.0644414
204.450960264,44.383085859,0.0644414
204.463441176,44.375317584,0.0643556
138.295660053,10.783590354,0.0658334
138.325964336,10.801345143,0.0652747
138.356723688,10.740210181,0.0652538
138.363588171,10.730702217,0.0652538
138.322757878,10.676997656,0.0655348
188.970456768,11.610687756,0.0659602
189.01041105,11.559067919,0.0660051
189.009409572,11.552497105,0.0660051
184.821641195,12.016179075,0.0259571
184.827775678,12.018176624,0.0255782
184.845185929,12.041608363,0.0253809
232.642841135,8.491445992,0.0441266
232.620495384,8.597973366,0.0441905
232.699269131,8.490943887,0.0442471
227.889524283,9.473387817,0.0353216
227.902138663,9.436651882,0.035703
213.479263643,12.234690335,0.0595072
213.569944492,12.391924956,0.0587863
213.576181042,12.343553909,0.0581036
213.574993619,12.338439805,0.059106
198.534764152,51.921660118,0.0599827
198.541281868,51.907701881,0.0599827
198.461102024,51.960724998,0.0594902
198.574006338,51.95096464,0.0586612
218.60002122,48.03746564,0.0363965
218.662607715,47.968319815,0.0363322
218.664500737,47.967984548,0.0362156
200.40782942,52.515986495,0.0298296
179.719121658,42.570345411,0.031505
179.812476373,42.566854535,0.0303671
179.67949915,42.608352508,0.0308508
184.738577135,43.612277595,0.0239903
181.244702921,6.302952879,0.0374445
181.292994628,6.286738848,0.0377486
210.501552902,5.716155895,0.0549807
210.542202526,5.757493146,0.0549946
210.58704914,5.728874474,0.0548912
210.604125719,5.730181223,0.0547668
210.955553489,5.747523749,0.0543252
210.963852978,5.76184406,0.0540652
210.991761995,5.882322473,0.0544609
177.617675923,6.732635701,0.0516625
177.61919007,6.695235251,0.0513847
177.643243747,6.765526004,0.0512932
177.664110921,6.724032988,0.0515656
171.789307368,7.05141952,0.0643871
171.793536431,7.056142922,0.0643871
171.821750051,7.018716209,0.0640269
171.831795569,7.008509463,0.0640269
171.861451997,7.01936275,0.0633785
208.321235173,6.480684115,0.0511957
208.464603215,6.495920959,0.0518242
208.351530278,6.465671351,0.0515307
195.688580243,7.390605448,0.0553835
195.738974622,7.287611849,0.0546505
195.736416473,7.301828121,0.0546505
195.781852302,7.323939843,0.0546999
182.245983613,41.305105643,0.0505457
182.273926437,41.31775816,0.0505419
182.39549501,41.31965025,0.0507128
182.30035273,41.450422707,0.050593
168.068361588,41.005386916,0.0636464
168.113624091,40.994247277,0.0645941
167.8496931,41.140882358,0.0639369
168.045266607,41.037620694,0.0641254
173.907251652,41.980270922,0.0598702
173.804980887,41.910399499,0.0601879
173.82399838,41.882818484,0.0593744
173.903701383,41.905820469,0.0607231
173.934062878,41.834029787,0.0606028
185.90674708,42.403913102,0.0524334
185.910414294,42.390626823,0.0524334
185.983159749,42.293468928,0.0522955
186.125848563,42.342072676,0.0519242
168.846435976,41.611525135,0.0663603
168.855381933,41.625520647,0.0662252
168.873728546,41.63520008,0.0659304
168.873849471,41.667403981,0.0655619
168.892643727,41.690065081,0.0661901
213.158912051,39.310170915,0.0258298
213.230172052,39.312645186,0.0250682
178.988044307,43.593095486,0.0364217
207.897173586,11.195357559,0.0370212
207.920025366,11.122639867,0.0368747
207.9027098,11.207991367,0.0370212
235.492784832,7.776635155,0.0375852
235.478537104,7.759704416,0.0381448
226.652385426,9.438432283,0.0278276
226.635300908,9.449563828,0.0280787
208.534905757,12.021550058,0.0656776
208.527427948,12.026594652,0.0656776
208.534162077,12.025396692,0.0656776
208.538696648,11.946532115,0.0645336
208.588252798,12.011631008,0.0649432
223.530103238,10.399772949,0.0459911
223.534127684,10.38561689,0.0459911
223.631398408,10.308299903,0.046319
211.015082119,12.004663221,0.0241345
211.245374854,11.871620777,0.02377
232.948829428,9.474672726,0.0328926
233.065459589,9.465520917,0.0333613
233.015947984,9.449588349,0.0331915
233.050900037,9.528132699,0.0336961
242.464058457,22.615232837,0.0327836
242.480967777,22.570717776,0.032775
242.521140972,22.650220086,0.0331792
244.523934543,21.563444713,0.0341066
244.5221306,21.553649704,0.0341066
244.540274563,21.560261816,0.0341924
201.966201723,37.90769608,0.0564519
201.968074618,37.913266912,0.0564519
201.945935387,37.871894834,0.0574046
202.022676287,37.853896083,0.0567113
202.958293101,37.901570659,0.0653002
203.070984467,37.878863169,0.065046
203.036665009,37.993140919,0.0652783
203.056610752,38.026419239,0.0652259
228.084742593,30.577247334,0.0588305
228.068417741,30.518913343,0.05847
227.978017184,30.607904822,0.0591808
228.057282209,30.512224589,0.05847
218.163831356,34.662269085,0.034438
218.326998136,34.734554629,0.0343026
219.994702799,34.156471779,0.0587595
220.054090561,34.165788388,0.0575265
220.060056993,34.162671361,0.0567014
220.076897932,34.1659666,0.0583128
220.078757534,34.18856617,0.0567474
231.413865636,29.603551676,0.055675
231.400834709,29.769398355,0.05529
231.398172472,29.632133396,0.0568125
231.438529654,29.585670477,0.0565294
231.493453404,29.658508011,0.0552619
236.035544278,27.444121244,0.0323006
236.053956217,27.397719882,0.0323983
162.124571337,37.870846596,0.0384623
162.115673686,37.857793344,0.037737
162.573525394,37.956214803,0.0257611
162.543894402,38.164603452,0.0258344
186.886811297,40.194330499,0.036602
186.90857016,40.160476711,0.0369146
187.010900021,40.183231026,0.0372585
187.28113931,40.831044614,0.0644391
187.272049679,40.828955961,0.0644227
187.173851937,40.873344973,0.064578
187.234778892,40.846170473,0.0649477
187.381327213,40.85763813,0.0645584
192.077291831,9.566395177,0.0532735
192.197401291,9.507526785,0.0533066
192.008452792,9.442518356,0.0533425
192.001675551,9.446565227,0.0533425
192.083293204,9.40395867,0.0540349
219.100127175,8.124440433,0.0512472
219.182674952,8.124540166,0.0505462
219.210558031,8.104287464,0.0518639
219.209836431,8.103716591,0.0518639
231.206108996,7.145909707,0.0347568
231.358913559,7.084699864,0.0347767
231.300768617,7.154684857,0.034124
199.892960118,10.454864103,0.0480482
199.936027799,10.362764516,0.0488651
199.952201471,10.351706376,0.0498759
200.015491372,10.30656156,0.0500735
199.935932097,10.241771927,0.0483721
204.294077767,6.47454312,0.0371712
204.33193448,6.485605845,0.0380174
204.351171435,6.510217667,0.038383
204.338845056,6.544502352,0.0381019
220.19030276,8.450799665,0.0301852
220.146655831,8.387968752,0.0299338
218.458092175,9.351116517,0.0525276
218.449665578,9.346603772,0.0525276
218.462932382,9.398809875,0.053001
218.575244615,9.372478987,0.0521493
214.728492038,5.451472088,0.025011
215.247540247,6.202647745,0.0252445
234.442938874,4.173260261,0.0390219
234.367821495,4.307037456,0.0387446
234.401277574,4.282733837,0.0386615
235.930045079,4.253799267,0.0422594
235.946893798,4.239670591,0.0422012
227.883013549,5.20572876,0.0403936
