"name" "ra" "dec"
"EPIC 211965883" 136.157199 19.714585
"EPIC 211969807" 129.636756 19.773829
"EPIC 211987231" 137.382988 20.048245
"EPIC 211990866" 129.60125 20.106063
"EPIC 211993818" NA NA
"EPIC 211995325" 131.207598 20.177694
"EPIC 211995398" 123.656302 20.179146
"EPIC 212006318" 130.501328 20.359306
"EPIC 212006344" 126.476311 20.359569
"EPIC 212008766" 129.282438 20.399373
"EPIC 212009427" 127.874459 20.410422
"EPIC 212012119" 132.169895 20.455076
"EPIC 212012119" 132.169895 20.455076
"EPIC 212066407" 129.838516 21.390829
"EPIC 212069861" 134.444189 21.453533
"EPIC 212088059" 132.707863 21.789122
"EPIC 212099230" 128.073571 22.006011
"EPIC 212110007" 133.310979 22.218977
"EPIC 212110888" 127.57877 22.235908
"EPIC 212130773" 125.952752 22.634023
"EPIC 212132195" 125.987065 22.663045
"EPIC 212133517" 126.174526 22.688933
"EPIC 212136123" 129.211991 22.741123
"EPIC 212138198" 126.023559 22.78329
"EPIC 212141021" 127.92118 22.84167
"EPIC 212150006" 128.169544 23.031999
"EPIC 212152341" 132.754023 23.083958
"EPIC 212154564" 133.641182 23.13289
"EPIC 212157262" 132.523609 23.192601
"EPIC 212161956" 126.372924 23.297377
"EPIC 212164470" 129.813631 23.357481
"EPIC 212270970" 207.79149 -18.461727
"EPIC 212278644" 207.124576 -18.196601
"EPIC 212294561" 205.147104 -17.695271
"EPIC 212297394" 207.206217 -17.609906
"EPIC 212300977" NA NA
"EPIC 212301649" 201.462144 -17.483129
"EPIC 212310244" 208.077928 -17.225447
"EPIC 212315941" 203.087264 -17.061192
"EPIC 212321305" 204.642002 -16.910098
"EPIC 212330265" 208.37963 -16.659701
"EPIC 212351026" 201.686872 -16.10515
"EPIC 212351405" 201.662937 -16.095001
"EPIC 212357477" 202.016633 -15.93782
"EPIC 212370106" 201.271866 -15.625073
"EPIC 212380207" 200.356235 -15.377218
"EPIC 212393193" 210.54699 -15.06954
"EPIC 212393193" 210.54699 -15.06954
"EPIC 212394689" 203.621297 -15.036359
"EPIC 212398508" 203.628859 -14.94716
"EPIC 212418133" 203.301778 -14.504056
"EPIC 212420823" 199.099736 -14.444631
"EPIC 212424622" 202.331428 -14.359463
"EPIC 212425103" 204.369589 -14.348889
"EPIC 212432685" 204.29879 -14.180588
"EPIC 212435047" 202.130717 -14.126292
"EPIC 212440430" 204.035596 -14.009217
"EPIC 212443973" 205.008897 -13.932038
"EPIC 212451091" 211.471328 -13.779389
"EPIC 212454160" 203.637266 -13.712618
"EPIC 212454422" 198.553139 -13.706878
"EPIC 212460519" 203.546541 -13.576928
"EPIC 212480208" 205.363495 -13.160896
"EPIC 212495601" 198.912639 -12.827043
"EPIC 212496592" 201.639169 -12.806568
"EPIC 212499835" 207.418622 -12.738137
"EPIC 212499991" 202.488766 -12.734723
"EPIC 212521166" 207.34954 -12.284491
"EPIC 212529560" 202.131428 -12.107318
"EPIC 212530118" 202.898309 -12.095094
"EPIC 212534729" 205.732954 -11.994251
"EPIC 212543933" 206.652323 -11.804943
"EPIC 212554013" 207.078377 -11.588979
"EPIC 212555594" 206.582274 -11.556253
"EPIC 212562715" 202.167916 -11.39933
"EPIC 212563850" 200.848533 -11.374752
"EPIC 212570977" 205.901392 -11.22357
"EPIC 212572439" 204.440072 -11.192574
"EPIC 212572452" 204.441764 -11.192224
"EPIC 212575828" 205.159693 -11.117092
"EPIC 212577658" 208.753356 -11.079821
"EPIC 212579424" 197.857405 -11.042554
"EPIC 212580872" 205.237063 -11.009296
"EPIC 212585579" 204.815772 -10.906977
"EPIC 212586030" 205.858149 -10.896922
"EPIC 212587672" 205.444708 -10.862432
"EPIC 212592101" 205.671225 -10.768529
"EPIC 212601505" 202.641656 -10.555388
"EPIC 212639319" 199.578137 -9.691857
"EPIC 212645891" 210.27302 -9.540112
"EPIC 212645891" 210.27302 -9.540112
"EPIC 212646483" 211.663201 -9.526506
"EPIC 212661144" 209.233339 -9.187627
"EPIC 212672300" 204.608927 -8.92715
"EPIC 212679181" 201.737188 -8.763013
"EPIC 212688920" 203.013562 -8.53148
"EPIC 212689874" 199.831512 -8.50948
"EPIC 212697709" 201.655192 -8.31756
"EPIC 212703473" 201.236536 -8.171739
"EPIC 212703473" 201.236536 -8.171739
"EPIC 212705192" 202.605434 -8.130262
"EPIC 212712473" 209.019361 -7.95213
"EPIC 212735333" 202.393669 -7.374002
"EPIC 212737443" 204.221698 -7.318144
"EPIC 212756297" NA NA
"EPIC 212757601" 208.154643 -6.769382
"EPIC 212768333" 198.843808 -6.464886
"EPIC 212768333" 198.843808 -6.464886
"EPIC 212768333" 198.843808 -6.464886
"EPIC 212772113" 203.222016 -6.356853
"EPIC 212779596" 208.901707 -6.136143
"EPIC 212779596" 208.901707 -6.136143
"EPIC 212782836" 204.779727 -6.041594
"EPIC 212796016" 205.293697 -5.663363
"EPIC 212803289" 208.773747 -5.442466
"EPIC 212813907" 206.832654 -5.106074
"EPIC 212828909" 202.251596 -4.610228
