"cataid" "ra" "dec"
"54150" 513110 221.812 -1.156821
"54151" 513112 221.82 -1.010991
"54152" 513113 221.7009 -1.139299
"54153" 513114 221.7332 -1.124283
"54154" 513115 221.7692 -1.096081
"54155" 513116 221.7745 -1.078336
"54156" 513117 221.7947 -1.12786
"54157" 513118 221.8152 -1.002509
"54158" 513119 221.679652309251 -1.01773998172652
"54159" 513120 221.688544597837 -1.13524197787821
"54160" 513121 221.693834516582 -1.15622878240315
"54161" 513122 221.697646634546 -1.14227216040437
"54162" 513124 221.706902064959 -1.04070776149169
"54163" 513125 221.7098 -1.060228
"54164" 513126 221.7135 -1.051151
"54165" 513128 221.7521 -1.149425
"54166" 513130 221.7986 -1.066719
"54167" 513131 221.8086 -1.056158
"54168" 513133 221.8165 -1.055934
"54169" 513134 221.8173 -1.058618
"54170" 513135 221.8181 -1.046737
"54171" 513136 221.7632 -1.061722
"54172" 513138 221.7422 -1.129042
"54173" 513143 221.8269 -1.143015
"54174" 513144 221.8267 -1.105227
"54175" 513145 221.8366 -1.001688
"54176" 513146 221.8575 -1.066419
"54177" 513147 221.86145062091 -1.0110019376744
"54178" 513148 221.8617 -1.005624
"54179" 513149 221.8732 -1.029435
"54180" 513150 221.8995 -1.094268
"54181" 513151 221.9511 -1.039946
"54182" 513152 221.8244 -1.049885
"54183" 513154 221.837061215286 -1.07792153648553
"54184" 513155 221.8476 -1.062593
"54185" 513159 221.916814781958 -0.999463554995385
"54186" 513160 221.9253 -1.025936
"54187" 513162 221.9467 -1.060432
"54188" 513163 221.912664004706 -1.06917034043757
"54189" 513164 221.865010834084 -1.00279918470621
"54190" 513172 222.056656239849 -1.03961226233818
"54191" 513173 221.9978 -1.001931
"54192" 513174 222.0264 -1.089671
"54193" 513175 222.04 -1.07984
"54194" 513176 222.0418 -1.076704
"54195" 513177 222.0409 -1.086055
"54196" 513178 222.0455 -1.132776
"54197" 513179 222.0473 -1.093275
"54198" 513181 222.1021 -1.134268
"54199" 513182 221.982 -1.023087
"54200" 513183 221.98425482463 -1.10803847908711
"54201" 513184 222.085702332769 -1.13202554489862
"54202" 513186 222.096255261767 -1.14009992105132
"54203" 513187 222.0965 -1.139192
"54204" 513191 222.1355 -1.151153
"54205" 513194 222.154610212392 -1.03405673760727
"54206" 513195 222.1788 -1.106863
"54207" 513196 222.1905 -1.111464
"54208" 513197 222.244216658265 -1.04229715414799
"54209" 513198 222.2596 -1.066168
"54210" 513200 222.2634 -1.027873
"54211" 513205 222.2055 -1.072197
"54212" 513213 222.3263 -1.143959
"54213" 513215 222.343389563632 -1.05517716093397
"54214" 513217 222.3824 -1.031028
"54215" 513218 222.3911 -1.008547
"54216" 513219 222.4142 -1.005521
"54217" 513221 222.317 -1.132927
"54218" 513222 222.3911 -1.140526
"54219" 513224 222.40541253534 -1.04469671763067
"54220" 513227 222.5226 -1.090078
"54221" 513228 222.4238 -1.057776
"54222" 513229 222.4408 -1.116027
"54223" 513230 222.442380023117 -1.07692927079136
"54224" 513231 222.4516 -1.038981
"54225" 513232 222.4764 -1.126852
"54226" 513233 222.50317313938 -0.993006626465707
"54227" 513234 222.5306 -1.018719
"54228" 513235 222.554211922543 -1.04625309722751
"54229" 513236 222.5694 -1.104353
"54230" 513237 222.4508 -1.051681
"54231" 513239 222.477415772039 -1.02805721234288
"54232" 513241 222.47470206929 -1.04370999032756
"54233" 513243 222.6222 -1.130563
"54234" 513244 222.58 -1.113183
"54235" 513245 222.6037 -1.09695
"54236" 513246 222.6082 -1.108624
"54237" 513247 222.6082 -1.0919
"54238" 513248 222.6085 -1.086175
"54239" 513249 222.6799 -1.121397
"54240" 513250 222.7068 -1.087433
"54241" 513251 222.7206 -1.124729
"54242" 513252 222.573577762501 -1.0724431948107
"54243" 513253 222.5764 -1.107409
"54244" 513255 222.628039410816 -1.13089239765047
"54245" 513260 222.6302 -1.059321
"54246" 513264 222.7383 -1.033194
"54247" 513265 222.7417 -1.029729
"54248" 513266 222.8416 -1.014119
"54249" 513267 222.8312 -1.117443
"54250" 513268 222.8588 -1.084276
"54251" 513269 222.846240167158 -1.06401094811858
"54252" 513270 222.847501024133 -1.03688575261955
"54253" 513271 222.8285 -1.025445
"54254" 513274 222.984733489479 -1.05816895483391
"54255" 513275 222.8805 -0.9960722
"54256" 513276 222.8818 -0.9981136
"54257" 513277 222.8833 -0.992891
"54258" 513278 222.8847 -1.061561
"54259" 513279 222.8953 -1.040096
"54260" 513280 222.9277 -0.9959272
"54261" 513281 222.942 -1.118241
"54262" 513282 222.9716 -1.02175
"54263" 513283 222.9906 -1.115437
"54264" 513289 222.9877 -1.003062
"54265" 513290 223.000118175674 -1.07517196571278
"54266" 513291 223.0212 -1.053928
"54267" 513294 223.01 -1.020225
"54268" 513296 222.946 -0.9947988
"54269" 513299 223.1356 -1.09172
"54270" 513300 223.0841 -1.055644
"54271" 513301 223.022833717719 -1.06203887846617
"54272" 513302 223.027029250304 -1.05776403419402
"54273" 513303 223.026119841132 -1.05786932672542
"54274" 513305 223.066661224347 -1.0306888758855
"54275" 513306 223.0741 -1.017262
"54276" 513307 223.077312134004 -1.10257356036205
"54277" 513308 223.09166258599 -1.12015832114815
"54278" 513309 223.06532235035 -1.07825400206312
"54279" 513313 223.1372 -1.120401
"54280" 513315 223.3001 -1.055876
"54281" 513316 223.196 -0.9978596
"54282" 513319 223.2846 -1.009543
"54283" 513320 223.3094 -1.111153
"54284" 513321 223.201634341133 -1.07807188068552
"54285" 513326 223.3765 -1.107752
"54286" 513327 223.375952542385 -0.99630717024539
"54287" 513328 223.3268 -1.033703
"54288" 513330 223.3579 -0.992505
"54289" 513331 223.4249 -1.041381
"54290" 513333 223.378 -1.000456
"54291" 513334 223.400742428566 -1.09103234638983
"54292" 513335 223.403122977424 -1.10237188621123
"54293" 513336 223.41037167717 -0.989876382180529
"54294" 513337 223.459227823304 -1.10807346080049
"54295" 513338 223.3713 -1.105602
"54296" 513344 223.4734 -1.087768
"54297" 513345 223.49946828693 -1.09006922152712
"54298" 513348 223.4896 -1.116132
"54299" 513352 223.479829788 -1.03131686885346
"54300" 513353 223.488687530009 -1.05856912701945
"54301" 514013 214.076686710897 -1.15325005866753
"54302" 514014 214.0906 -1.279494
"54303" 514016 214.0975 -1.300948
"54304" 514018 214.102 -1.235237
"54305" 514021 214.1013 -1.204553
"54306" 514022 214.0467 -1.268452
"54307" 514024 214.0566 -1.332521
"54308" 514025 214.0697 -1.234861
"54309" 514026 214.0747 -1.258223
"54310" 514028 214.1081 -1.191476
"54311" 514029 214.1335 -1.182147
"54312" 514031 214.1725 -1.21443
"54313" 514032 214.1858 -1.179828
"54314" 514033 214.0598 -1.146045
"54315" 514034 214.073900656043 -1.27028495596598
"54316" 514036 214.1045 -1.25624
"54317" 514037 214.120071385261 -1.30188751931374
"54318" 514038 214.1425 -1.314714
"54319" 514039 214.166370156849 -1.26256526364469
"54320" 514040 214.139261539622 -1.26123810593143
"54321" 514041 214.046099945718 -1.29368994101471
"54322" 514045 214.0757 -1.210931
"54323" 514100 137.4524 2.534606
"54324" 514105 137.687256935826 2.54834210243146
"54325" 514107 137.816 2.555772
"54326" 514109 137.9045 2.561976
"54327" 514110 137.9924 2.570494
"54328" 514115 138.186062503595 2.58209669119247
"54329" 514116 138.2039 2.571642
"54330" 514121 138.5791 2.602075
"54331" 514122 138.4942 2.597459
"54332" 514124 138.5203 2.588781
"54333" 514126 138.61 2.610042
"54334" 514128 138.656874219272 2.59394965824953
"54335" 514136 138.9214 2.625256
"54336" 514137 139.0169 2.635034
"54337" 514138 139.057067679906 2.63033156181173
"54338" 514142 139.111 2.623758
"54339" 514143 139.119 2.618537
"54340" 514145 139.209392211113 2.63126862716656
"54341" 514150 139.2891 2.636983
"54342" 514154 139.2565 2.632762
"54343" 514157 139.4619 2.643586
"54344" 514163 139.6214 2.642664
"54345" 514165 139.7623 2.663141
"54346" 514166 139.8069 2.674798
"54347" 514171 139.94399078823 2.69305283593339
"54348" 514175 140.043650847614 2.66418031001986
"54349" 514178 140.2576 2.693622
"54350" 514179 140.12659076373 2.68080285409883
"54351" 514184 140.190675606849 2.690842965226
"54352" 514188 140.2231 2.697173
"54353" 514194 140.26 2.69218
"54354" 514196 140.2809 2.683011
"54355" 514197 140.315470902181 2.68661519053571
"54356" 514198 140.3605 2.672601
"54357" 514203 140.3472 2.70185
"54358" 514204 140.3516 2.687518
"54359" 514205 140.376150674872 2.70005303993572
"54360" 514212 140.4301 2.690857
"54361" 514213 140.4719 2.717223
"54362" 514214 140.485 2.692291
"54363" 514215 140.4903 2.697035
"54364" 514216 140.4834 2.713005
"54365" 514217 140.499 2.686537
"54366" 514218 140.513 2.693896
"54367" 514220 140.4113 2.678044
"54368" 514221 140.4255 2.718235
"54369" 514222 140.4317 2.703218
"54370" 514224 140.4358 2.717374
"54371" 514225 140.465368185884 2.71267323052633
"54372" 514228 140.4602 2.70826
"54373" 514236 140.6311 2.697063
"54374" 514237 140.6335 2.695583
"54375" 514238 140.6416 2.686609
"54376" 514239 140.69 2.699495
"54377" 514242 140.6038 2.707726
"54378" 514244 140.8245 2.71581
"54379" 514246 140.7432 2.691203
"54380" 514248 140.8316 2.720306
"54381" 514249 140.7115 2.693517
"54382" 514254 140.796899697182 2.7251193869704
"54383" 514260 140.9432 2.752968
"54384" 514263 140.9637 2.714532
"54385" 514265 140.8906 2.715162
"54386" 514268 140.966 2.740854
"54387" 516759 129.0037 2.244493
"54388" 516772 129.0124 2.246653
"54389" 516785 129.134486693381 2.20358617051219
"54390" 516794 129.1119 2.20336
"54391" 516795 129.155 2.386058
"54392" 516803 129.097450688113 2.21948636637387
"54393" 516807 129.1997 2.281202
"54394" 516811 129.233287250688 2.26409086091593
"54395" 516812 129.2411 2.250755
"54396" 516813 129.250838785979 2.29159189882239
"54397" 516816 129.2491 2.313579
"54398" 516817 129.3034 2.269249
"54399" 516820 129.182264051251 2.29526163661215
"54400" 516822 129.206782000593 2.26529254310841
"54401" 516823 129.207722671556 2.26896687839798
"54402" 516824 129.2259 2.243044
"54403" 516825 129.2251 2.315819
"54404" 516827 129.2563 2.303562
"54405" 516828 129.2587 2.324807
"54406" 516832 129.1993 2.208919
"54407" 516838 129.3334 2.348483
"54408" 516839 129.3723 2.389016
"54409" 516840 129.4283 2.405226
"54410" 516841 129.350305496353 2.35827614422503
"54411" 516845 129.368 2.35386
"54412" 516846 129.3878 2.301186
"54413" 516852 129.4929 2.244448
"54414" 516854 129.5627 2.337468
"54415" 516855 129.574 2.282469
"54416" 516856 129.5111 2.245202
"54417" 516860 129.582660384346 2.24379267733748
"54418" 516861 129.603411282628 2.29798634134039
"54419" 516866 129.4939 2.281407
"54420" 516874 129.739566450739 2.3447911943126
"54421" 516879 129.7618 2.41122
"54422" 516880 129.6384 2.250387
"54423" 516881 129.6477 2.304758
"54424" 516882 129.65 2.423154
"54425" 516884 129.6947 2.265269
"54426" 516886 129.701927718457 2.41801799913104
"54427" 516891 129.7073 2.262841
"54428" 516892 129.7032 2.331581
"54429" 516893 129.7161 2.307718
"54430" 516894 129.7251 2.327633
"54431" 516895 129.7486 2.420921
"54432" 516896 129.648694102188 2.26823528075041
"54433" 516899 129.7332 2.288111
"54434" 516912 129.7767 2.430653
"54435" 516913 129.7947 2.374605
"54436" 516914 129.7894 2.374985
"54437" 516915 129.828 2.388519
"54438" 516916 129.836 2.394362
"54439" 516917 129.8336 2.437098
"54440" 516919 129.9169 2.259067
"54441" 516920 129.9241 2.264717
"54442" 516921 129.9233 2.275826
"54443" 516927 129.82 2.344522
"54444" 516929 129.8163 2.432023
"54445" 516930 129.835091884078 2.28873122224478
"54446" 516933 129.878236343638 2.36280238924675
"54447" 516934 129.8841 2.393787
"54448" 516939 129.8598 2.385491
"54449" 516940 129.8011 2.38192
"54450" 516949 129.9625 2.383653
"54451" 516952 129.992 2.422135
"54452" 516953 130.066 2.365618
"54453" 516954 129.9164 2.432716
"54454" 516955 129.9439 2.401855
"54455" 516956 129.9907 2.362454
"54456" 516957 129.9949 2.346635
"54457" 516960 130.0508 2.288069
"54458" 516961 130.0576 2.317267
"54459" 516963 129.999333072271 2.41751525234448
"54460" 516970 130.186737268894 2.3457624721497
"54461" 516972 130.0924 2.416504
"54462" 516973 130.1234 2.374474
"54463" 516974 130.142 2.3103
"54464" 516975 130.1782 2.258599
"54465" 516979 130.0907 2.389155
"54466" 516981 130.126314225018 2.33858269396436
"54467" 516982 130.155784818872 2.29657714039679
"54468" 516984 130.184940005914 2.37440225127605
"54469" 516992 130.2334 2.341941
"54470" 516993 130.2629 2.29387
"54471" 516996 130.3541 2.296138
"54472" 516998 130.2482 2.28035
"54473" 517003 130.296969233563 2.40167186312112
"54474" 517005 130.297843945935 2.39623982423233
"54475" 517008 130.3408 2.398833
"54476" 517009 130.347210834247 2.42115126962474
"54477" 517015 130.365197991004 2.43564902808035
"54478" 517016 130.4002 2.397522
"54479" 517025 130.4975 2.395907
"54480" 517027 130.4124 2.327766
"54481" 517028 130.4403 2.368948
"54482" 517029 130.4416 2.376357
"54483" 517030 130.4463 2.428029
"54484" 517031 130.462318562936 2.39274302118632
"54485" 517032 130.4802 2.388286
"54486" 517034 130.397 2.289133
"54487" 517037 130.427943585454 2.42973906407895
"54488" 517038 130.4479 2.321621
"54489" 517039 130.4571 2.394787
"54490" 517040 130.488117216142 2.43423291235203
"54491" 517042 130.3808 2.276138
"54492" 517046 130.5056 2.397871
"54493" 517049 130.4564 2.411409
"54494" 517051 130.5182 2.286924
"54495" 517053 130.557557061103 2.36723794916229
"54496" 517057 130.6463 2.366878
"54497" 517058 130.64476301184 2.36799075992458
"54498" 517059 130.6533 2.387522
"54499" 517062 130.5133 2.474011
"54500" 517063 130.529 2.313565
"54501" 517064 130.5409 2.292064
"54502" 517065 130.5638 2.364067
"54503" 517067 130.5751 2.434652
"54504" 517068 130.5938 2.46236
"54505" 517069 130.6233 2.473747
"54506" 517070 130.6424 2.427774
"54507" 517072 130.6665 2.362838
"54508" 517073 130.5802 2.285261
"54509" 517075 130.591867678555 2.45261752215721
"54510" 517079 130.6471 2.353778
"54511" 517080 130.6605 2.443918
"54512" 517088 130.6756 2.441756
"54513" 517098 130.7392 2.484802
"54514" 517099 130.767051177641 2.3141521707496
"54515" 517118 130.9572 2.48209
"54516" 517119 130.919 2.440926
"54517" 517120 130.9672 2.321934
"54518" 517121 130.831989133463 2.35926682595572
"54519" 517123 130.865917855954 2.37989898016574
"54520" 517125 130.8921 2.337695
"54521" 517142 131.020211990716 2.47013994655294
"54522" 517143 131.0593 2.439236
"54523" 517145 130.9653 2.492521
"54524" 517146 131.1047 2.376567
"54525" 517148 131.0092 2.398637
"54526" 517150 131.06236853983 2.37380551080207
"54527" 517154 131.105 2.346471
"54528" 517162 131.1976 2.456619
"54529" 517164 131.2468 2.476345
"54530" 517166 131.2509 2.477901
"54531" 517167 131.1614 2.410981
"54532" 517168 131.1771 2.406032
"54533" 517170 131.2197 2.380335
"54534" 517171 131.2365 2.365643
"54535" 517172 131.2443 2.533447
"54536" 517173 131.2557 2.424307
"54537" 517174 131.2609 2.464144
"54538" 517175 131.142932410643 2.4684313851013
"54539" 517176 131.166488194768 2.48906465666689
"54540" 517178 131.205047248079 2.48805025077365
"54541" 517179 131.20819116927 2.48672165951886
"54542" 517181 131.237211762675 2.33746494960007
"54543" 517182 131.251080366538 2.53332954805799
"54544" 517188 131.252069999286 2.35810735454908
"54545" 517192 131.1998 2.412571
"54546" 517200 131.3108 2.493478
"54547" 517205 131.3825 2.475873
"54548" 517206 131.3872 2.474812
"54549" 517208 131.2699 2.37877
"54550" 517209 131.273 2.536281
"54551" 517210 131.306 2.462218
"54552" 517211 131.3448 2.523953
"54553" 517212 131.3584 2.484596
"54554" 517213 131.3564 2.545983
"54555" 517214 131.3648 2.465813
"54556" 517215 131.3809 2.404095
"54557" 517216 131.3979 2.455928
"54558" 517218 131.3192 2.499071
"54559" 517221 131.4066 2.447527
"54560" 517236 131.471 2.456314
"54561" 517238 131.508 2.484768
"54562" 517239 131.516288303645 2.46433317410569
"54563" 517240 131.4301 2.529369
"54564" 517242 131.4434 2.493183
"54565" 517244 131.4606 2.509813
"54566" 517245 131.4978 2.358979
"54567" 517246 131.5124 2.397354
"54568" 517247 131.511 2.533672
"54569" 517248 131.5311 2.440313
"54570" 517249 131.551 2.410477
"54571" 517250 131.5606 2.474574
"54572" 517251 131.422974163788 2.42447342378426
"54573" 517255 131.5267 2.359473
"54574" 517256 131.4271 2.356081
"54575" 517272 131.657 2.450914
"54576" 517273 131.6689 2.40802
"54577" 517274 131.665925790082 2.40809528978167
"54578" 517275 131.668 2.491643
"54579" 517278 131.6832 2.53742
"54580" 517279 131.6804 2.539224
"54581" 517281 131.6317 2.375831
"54582" 517282 131.6621 2.55076
"54583" 517283 131.6778 2.508851
"54584" 517284 131.7007 2.496231
"54585" 517285 131.578424992638 2.55209475999138
"54586" 517286 131.589378345528 2.5109114925834
"54587" 517289 131.667071488811 2.55080844808848
"54588" 517292 131.680919183226 2.4628758478841
"54589" 517293 131.6103 2.481468
"54590" 517295 131.6276 2.544074
"54591" 517296 131.6654 2.377068
"54592" 517298 131.690460274075 2.36190971308708
"54593" 517302 131.7262 2.56007
"54594" 517306 131.7134 2.569705
"54595" 517307 131.7156 2.568091
"54596" 517308 131.7252 2.501475
"54597" 517309 131.723406025696 2.50268625569408
"54598" 517310 131.7322 2.404833
"54599" 517311 131.7745 2.573391
"54600" 517312 131.7829 2.485044
"54601" 517313 131.785 2.479792
"54602" 517315 131.809 2.376155
"54603" 517316 131.8266 2.529947
"54604" 517320 131.726848774894 2.53859598717036
"54605" 517322 131.7869 2.399571
"54606" 517323 131.793154592573 2.37588882801289
"54607" 517327 131.853355854244 2.39253476315198
"54608" 517335 131.774 2.442933
"54609" 517338 131.97 2.457597
"54610" 517339 131.979953100983 2.38335958933706
"54611" 517345 131.9038 2.495624
"54612" 517346 131.9259 2.409069
"54613" 517348 131.9844 2.562997
"54614" 517349 132.0005 2.542285
"54615" 517351 131.8695 2.569333
"54616" 517352 131.8954 2.434873
"54617" 517354 131.9168 2.422288
"54618" 517355 131.9091 2.567185
"54619" 517356 131.93 2.384759
"54620" 517357 131.945961519307 2.40562359321452
"54621" 517358 131.956737741009 2.43392258224775
"54622" 517383 132.080353759497 2.45414790331259
"54623" 517387 132.0958 2.394541
"54624" 517392 132.1649 2.411989
"54625" 517398 132.1326 2.41742
"54626" 517404 132.093473692909 2.44971523625563
"54627" 517416 132.236836169324 2.46068900428377
"54628" 517417 132.1723 2.50082
"54629" 517421 132.2149 2.515633
"54630" 517422 132.218566965331 2.53158071039043
"54631" 517423 132.2583 2.518934
"54632" 517424 132.266924305574 2.49353054266527
"54633" 517428 132.209735564917 2.42169877761381
"54634" 517439 132.3312 2.608836
"54635" 517442 132.405156122302 2.43527156248675
"54636" 517444 132.4122 2.53166
"54637" 517445 132.409280366053 2.60060768809553
"54638" 517455 132.4818 2.543046
"54639" 517457 132.4867 2.56998
"54640" 517461 132.6088 2.430453
"54641" 517465 132.5336 2.616527
"54642" 517466 132.6063 2.528029
"54643" 517467 132.467465365662 2.45949562336734
"54644" 517468 132.4811 2.505902
"54645" 517470 132.526465463602 2.59865405184433
"54646" 517471 132.534792224144 2.54481032222903
"54647" 517472 132.594753109589 2.49790427650018
"54648" 517479 132.4754 2.603577
"54649" 517483 132.4648 2.552877
"54650" 517488 132.6677 2.505495
"54651" 517490 132.729 2.49785
"54652" 517492 132.7499 2.473469
"54653" 517493 132.615951001831 2.52115928110021
"54654" 517495 132.6192 2.592506
"54655" 517496 132.6261 2.583509
"54656" 517497 132.6301 2.613395
"54657" 517500 132.6965 2.506568
"54658" 517501 132.7065 2.432209
"54659" 517502 132.717143464387 2.43300172526945
"54660" 517503 132.7209 2.461281
"54661" 517506 132.610224629217 2.54399161601936
"54662" 517507 132.620101507276 2.4840181960051
"54663" 517510 132.629326574048 2.52074532091633
"54664" 517515 132.6431 2.494394
"54665" 517516 132.6625 2.487881
"54666" 517519 132.70841847391 2.5181999522287
"54667" 517520 132.714951600545 2.44447230277388
"54668" 517521 132.718102436837 2.45993457157548
"54669" 517524 132.7397 2.637425
"54670" 517531 132.634009456292 2.54826422496788
"54671" 517544 132.7606 2.566917
"54672" 517547 132.7902 2.485127
"54673" 517548 132.8428 2.549309
"54674" 517549 132.8777 2.533302
"54675" 517551 132.786021579109 2.60734561315081
"54676" 517552 132.801551624477 2.51207881984621
"54677" 517555 132.842865783807 2.46246149306597
"54678" 517560 132.889032371417 2.55423080769689
"54679" 517562 132.897193882511 2.54936955371578
"54680" 517574 132.882843284056 2.50318185416956
"54681" 517585 132.9173 2.562999
"54682" 517586 132.999166843825 2.49331431381474
"54683" 517590 132.9432 2.519612
"54684" 517591 132.9556 2.51825
"54685" 517593 132.9926 2.528775
"54686" 517594 132.9978 2.543439
"54687" 517595 133.0073 2.549072
"54688" 517597 133.023208602978 2.66041924392457
"54689" 517603 132.9449 2.513288
"54690" 517607 132.980636049903 2.49518956351074
"54691" 517610 132.9906 2.49315
"54692" 517611 133.0023 2.489974
"54693" 517614 133.039681191439 2.50724938151184
"54694" 517617 133.0498 2.641197
"54695" 517632 133.1396 2.67024
"54696" 517634 133.185898937157 2.60313593073806
"54697" 517637 133.0709 2.465484
"54698" 517639 133.10705117222 2.60258701708441
"54699" 517640 133.1405 2.554317
"54700" 517641 133.070825894076 2.53667230758646
"54701" 517649 133.096772295146 2.65665928124216
"54702" 517652 133.10101425489 2.66670954376198
"54703" 517653 133.140139429866 2.50084820222518
"54704" 517654 133.1393 2.584319
"54705" 517656 133.1481 2.510266
"54706" 517659 133.149969194873 2.64279701121191
"54707" 517661 133.1607 2.5878
"54708" 517677 133.2159 2.573653
"54709" 517680 133.2436 2.514713
"54710" 517681 133.2531 2.493795
"54711" 517682 133.2537 2.568375
"54712" 517683 133.262094000848 2.61659624412159
"54713" 517684 133.266043529057 2.61687708523049
"54714" 517685 133.3192 2.627821
"54715" 517686 133.3601 2.484946
"54716" 517687 133.3632 2.486701
"54717" 517688 133.2161 2.631592
"54718" 517693 133.2597 2.583185
"54719" 517695 133.266387813006 2.58294799019164
"54720" 517696 133.271424022284 2.6183374037277
"54721" 517700 133.296617648566 2.50050462710742
"54722" 517702 133.313 2.573007
"54723" 517711 133.2488 2.527319
"54724" 517718 133.396235772021 2.53129473584109
"54725" 517722 133.427895648883 2.5628592081189
"54726" 517723 133.4389 2.551314
"54727" 517726 133.477662872153 2.68609876561859
"54728" 517727 133.3735 2.498124
"54729" 517728 133.3916 2.489784
"54730" 517733 133.40945893041 2.49588701407777
"54731" 517734 133.4133 2.516122
"54732" 517735 133.433683682445 2.54405934236859
"54733" 517740 133.484504135568 2.64386417937979
"54734" 517741 133.362641851903 2.63470899805407
"54735" 517756 133.523392872152 2.67640334618378
"54736" 517760 133.601492384087 2.63979622683293
"54737" 517765 133.6322 2.652431
"54738" 517779 133.5229 2.63382
"54739" 517782 133.6764 2.601944
"54740" 517792 133.742384034427 2.63322362973956
"54741" 517793 133.744889019556 2.63269944087613
"54742" 517798 133.6638 2.696455
"54743" 517799 133.6955 2.612709
"54744" 517800 133.772 2.542392
"54745" 517801 133.769 2.544532
"54746" 517802 133.769 2.684808
"54747" 517806 133.7074 2.510107
"54748" 517810 133.753104664969 2.63770218805365
"54749" 517813 133.786374875422 2.70341308000695
"54750" 517818 133.8035 2.556814
"54751" 517841 133.8903 2.540904
"54752" 517845 133.882058768562 2.51912536510877
"54753" 517846 133.881766920416 2.60555277778126
"54754" 517849 133.812 2.545006
"54755" 517856 133.9469 2.684742
"54756" 517857 133.9484 2.71465
"54757" 517866 133.962987140917 2.55826663139834
"54758" 517867 133.9654 2.53225
"54759" 517868 133.9679 2.524287
"54760" 517874 134.048250034288 2.70553624976547
"54761" 517877 133.9805 2.656007
"54762" 517878 134.026707866709 2.69858933256269
"54763" 517880 134.0388 2.55048
"54764" 517881 134.0514 2.542499
"54765" 517882 134.0591 2.527561
"54766" 517885 133.9937 2.660234
"54767" 517886 134.0043 2.586644
"54768" 517887 134.0332 2.555568
"54769" 517892 134.06696873623 2.6092774690624
"54770" 517895 134.0995 2.610001
"54771" 517903 134.0558 2.729424
"54772" 517909 134.0644 2.602617
"54773" 517910 134.1807 2.660645
"54774" 517913 134.142564650311 2.70299684356458
"54775" 517917 134.1868 2.693437
"54776" 517919 134.194899591807 2.73279540641447
"54777" 517921 134.2059 2.604252
"54778" 517923 134.210615245826 2.63506891342426
"54779" 517924 134.22420935173 2.61529393860462
"54780" 517937 134.3021 2.577984
"54781" 517941 134.3322 2.689746
"54782" 517944 134.374 2.659648
"54783" 517945 134.293 2.55463
"54784" 517947 134.2937 2.681057
"54785" 517950 134.2606 2.575845
"54786" 517954 134.310267076363 2.73445383865028
"54787" 517955 134.3351 2.662069
"54788" 517959 134.384046464145 2.62148737995397
"54789" 517960 134.2769 2.664587
"54790" 517970 134.516624392809 2.74317505818573
"54791" 517971 134.4543 2.700497
"54792" 517972 134.485356553953 2.58760924447681
"54793" 517974 134.5443 2.561991
"54794" 517975 134.5373 2.68596
"54795" 517976 134.5359 2.722248
"54796" 517977 134.4217 2.60478
"54797" 517979 134.469290793943 2.76240162217639
"54798" 517980 134.478964084901 2.72926358308262
"54799" 517983 134.508932635317 2.6730445750356
"54800" 517984 134.513987498195 2.735259111478
"54801" 517985 134.524494282163 2.65186924839047
"54802" 517989 134.4056 2.705375
"54803" 517994 134.5748 2.601843
"54804" 517995 134.575 2.728165
"54805" 517996 134.5871 2.664882
"54806" 517999 134.695549206792 2.64206468706518
"54807" 518006 134.594284815702 2.70694383064748
"54808" 518010 134.651255778321 2.61270838176921
"54809" 518014 134.684601064847 2.61002181919588
"54810" 518027 134.762648745292 2.62132321722735
"54811" 518033 134.799972839343 2.74118688391009
"54812" 518034 134.800508669713 2.74028682789122
"54813" 518039 134.722234552808 2.72889363096153
"54814" 518040 134.7284 2.740722
"54815" 518041 134.7743 2.602001
"54816" 518042 134.7979 2.575036
"54817" 518043 134.7948 2.741175
"54818" 518044 134.8087 2.579493
"54819" 518045 134.811 2.664268
"54820" 518046 134.8089 2.702408
"54821" 518047 134.8427 2.580186
"54822" 518048 134.8446 2.68527
"54823" 518049 134.8452 2.682709
"54824" 518050 134.7408 2.657815
"54825" 518051 134.747389693398 2.75356803862326
"54826" 518052 134.756017464969 2.70241939881215
"54827" 518055 134.82787790324 2.76126193138839
"54828" 518059 134.8513 2.728971
"54829" 518063 134.976 2.792116
"54830" 518064 134.853622770732 2.76852413680532
"54831" 518065 134.8841 2.764567
"54832" 518066 134.888 2.770931
"54833" 518067 134.9019 2.600929
"54834" 518069 134.9443 2.781423
"54835" 518071 134.8853 2.63616
"54836" 518076 134.9448 2.694105
"54837" 518077 134.9501 2.697612
"54838" 518078 134.96564373252 2.70232980412642
"54839" 518085 134.935738657418 2.71605412441812
"54840" 518087 134.9844 2.783732
"54841" 518099 135.1484 2.649267
"54842" 518100 135.0018 2.708205
"54843" 518101 135.0052 2.666628
"54844" 518102 135.0051 2.732057
"54845" 518103 135.0062 2.733357
"54846" 518105 135.015 2.634747
"54847" 518106 135.0446 2.617712
"54848" 518107 135.041995498516 2.61093353470136
"54849" 518109 135.057067076493 2.59479767367553
"54850" 518110 135.0522 2.59422
"54851" 518112 135.0511 2.59794
"54852" 518113 135.0509 2.65298
"54853" 518114 135.0597 2.70602
"54854" 518115 135.0688 2.61124
"54855" 518116 135.080498154001 2.77325823461078
"54856" 518117 135.0899 2.721775
"54857" 518122 135.032407562657 2.69648934470066
"54858" 518125 135.047644322237 2.6369008339972
"54859" 518127 135.047173896531 2.62449790017101
