objid,ID,z,nsersic_g,Re_g,L_g,ba_g,M_g,nsersic_r,Re_r,L_r,ba_r,M_r,nsersic_i,Re_i,L_i,ba_i,M_i,Vol_max,P_early,T_HC11,vdisp,err_vdisp,Ie_g,Ie_i,Ie_r,logSFR_SED,err_logSFR_SED,AFUV,err_AFUV,AB,err_AB,AV,err_AV,UV_survey,P_merg,TType,Ms,Re,Sigma_1,Vol_selection,gr,gi,Age_ave_1Re,Z_ave_1Re,Age_ave_0.1Re,Z_ave_0.1Re,grad_gi,grad_gr,Rap_sdss_fiber,color_gi_01,color_gi_1,plate,mjd,fiber_id,p_age_16,p_age_50,p_age_84,del_grad_gi,del_MS,del_gi,del_gi_01re,del_gi_1re,del_Reff_r,del_Reff_ste,del_Sigma1,Group_membership_Y12,specobjid,ra,dec,MEDIAN_logSFR,mass_dens_radius2,mass_dens_radius4,mass_dens_radius8,mass_dens_rp1_rpi2,mass_dens_rp1_rpi3,mass_dens_rp1_rpi4,mass_dens_rp1_rpi5,mass_dens_rp1_rpi6,mass_dens_rp1_rpi7,mass_dens_rp1_rpi8,mass_dens_rp2_rpi2,mass_dens_rp2_rpi3,mass_dens_rp2_rpi4,mass_dens_rp2_rpi5,mass_dens_rp2_rpi6,mass_dens_rp2_rpi7,mass_dens_rp2_rpi8,logMs,logRe_r,logRe,logSigma_1,conx,BTr,nb,ng,logA,logvd,logRp,dr12objid,bpt,d4000n,rabsmag,urcolor,color_grad,grcolor,del_ur,ssfr,C,S,G2,H,G,M20,Cx,logCx,logMR,P13,B14,vdW14,vD15,BMass.BD,DMass.BD,BTM,P_bar_GZ2,P_bar_Nair10,del_ssfr,cl,mcl,mscl,Rchl_r,logRchl_r,logC,del_logCx,del_color_grad,del_P13,del_nb,del_BTr,del_BTM,del_logA,del_logSigma1
587735428542496829,223374,0.0665607,7.1893,2.73887,6713710100,0.7922,-19.4874,8,2.69179,9230529500,0.8582,-20.2731,8,2.55489,11151500300,0.811,-20.5883,21071600,0.90761,-3.46576,,-9999,29682800,53764600,40091500,-0.487,0.295,3.904,0.961,0.606,0.101,0.394,0.081,2,0.115469,-2.0276,26482300900,2.49166,3026510080,23261700,0.7857,1.1009,10.0037,0.019007,7.65364,0.019007,-0.117890955079581,-0.0994303166930983,1.97696,1.24880510951076,1.13091415443118,1280,52738,285,9.7731,9.9252,10.0227,0.00483072634541754,-0.670659347337679,0.0230556332012601,0.0490904987623917,0.0539212251078092,0.0109092547070891,0.0489628378825253,0.0468525715027148,-1,360514479370272768,193.873,48.5513,-1.0786495,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.4229557158417,0.430041175388989,0.396488780283325,9.48094212469863,0.319,0.67,4.1,7.87,-0.94731,2.11,0.67,1237661149767401522,2,2.11272,-18.938,2.733,-0.083,0.905,0.21,-10.90996,0.36375,0.91409,1.29565,0.62532,0.55688,-1.98701,3.13479623824451,0.496209316942819,10.0264669355584,8.89821,10.3503,0.82927,0.94033,10.0914,9.50989,0.792321536937365,0.00145,0.14449,-0.688913727231693,2,3,6,1.36,0.13,-0.439196998006036,0.0567589607235419,-0.00609905845493834,-0.131572535079703,-0.523415658574374,0.133242906212432,0.157517609950169,0.0128142733793072,0.0983175178138911
587735428544266336,223431,0.0573621,2.4709,9.94856,53618299000,0.8745,-21.7433,2.9364,9.39955,77289898000,0.8612,-22.5803,3.5145,9.94424,105028002000,0.868,-23.0233,424524000,0.902458,-3.30811,211.021,14.7585,30082600,49872200,44763100,-0.958,0.576,2.016,0.625,0.401,0.046,0.287,0.032,1,0.293518,0.468221,260864999000,6.63021,12288300000,236418000,0.837,1.28,13.515,0.03,13.1635,0.0187899,-0.479266743179576,-0.281319851933279,1.72235,1.76652785073751,1.28726110755793,1282,52759,242,9.8345,9.9569,10.0325,-0.39378935495204,-1.3845453056186,0.10130826690086,0.52636898094572,0.13257962599368,-0.0535771956066931,-0.138061943898532,0.0829257856320798,-1,361077519337652224,199.841,47.9019,-0.8177776,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.4164158124813,0.973107062408751,0.821527284120739,10.0894918054506,0.347,0.67,3.9,2.65,-0.72709,2.33,1.24,1237661149769171099,5,2.0581,-21.401,3.068,-0.188,1.052,0.251,-12.37442,0.4528,0.68948,0.53942,0.48801,0.5901,-2.19094,2.88184438040346,0.459670525209126,10.5948885283606,9.04008,11.2586,0.50922,0.37266,11.4759,9.9265,0.972551869306664,0.04704,0.31759,-0.971036951014543,2,4,7,8.3,0.92,-0.344093581819785,-0.0433397726220219,-0.144100471153307,0.184981266401888,-0.751513532690359,0.00899705475854351,0.220421976337051,0.0771298127834865,0.0679151755310059
587735428547870816,223537,0.0403532,2.7349,2.05045,4981850100,0.8355,-19.1635,2.5293,1.99072,6029539800,0.8151,-19.8107,2.8305,1.95416,7235879900,0.818,-20.1187,16307900,0.600446,-0.0890558,92.9529,13.5934,62715100,98666200,83560600,-1.111,0.15,1.329,0.436,0.23,0.049,0.162,0.041,1,0.0716591,-2.32018,11155999700,1.82109,1025100030,11574900,0.6472,0.9552,3.942,0.03,13.1635,0.00499749,-0.0824708039216748,0.0860351192024016,1.23643,1.07236467024698,0.989893866325303,1286,52725,243,9.5616,9.7107,9.8505,0.028978862074182,-1.0745265053694,-0.0845322537464255,-0.0746893397360608,-0.0457104776618789,0.0257005711441615,0.0361268333587881,-0.0914289396116157,-1,362203273219801088,211.478,45.6447,-1.18,1141036496.53749,1077515396.29332,231561116.713761,1080120936.78746,720080624.524972,540060468.393729,432048374.714983,360040312.262486,308605981.939274,270030234.196865,760690997.691658,1346087414.77071,1009565561.07803,807652448.862425,673043707.385354,576894606.330304,504782780.539016,10.0475084939152,0.299010179662576,0.260331409571696,9.01076624622824,0.365,0.54,5.28,2.69,-1.15802,1.83,0.63,1237661435926937724,3,1.68042,-18.767,2.46,-0.065,0.801,0.048,-11.15851,0.40111,0.72396,0.92194,0.61507,0.50201,-1.86812,2.73972602739726,0.437707135543525,9.7871770843435,8.81745,10.00432,0.9747,1.16843,9.75228,9.64267,0.562763776041352,0.00137,0.22829,-1.11296976764987,2,2,7,1.65,0.22,-0.396736510567139,0.0356997711510877,0.00296145438927947,-0.000391147456847207,1.25025793605857,0.0898360967657199,0.0331282202047674,-0.231820627337022,0.0137219411109228
587735429081006169,223645,0.0568766,5.5321,7.25048,16087799800,0.7718,-20.4362,7.2343,8.00803,22818199600,0.7443,-21.2557,8,9.08587,30234599400,0.7166,-21.6713,62646600,0.951032,-3.82114,194,18,11537000,11526000,11764900,-0.899,0.325,1.249,0.61,0.263,0.058,0.197,0.047,1,0.0604761,-2.4192,72862499000,14.4475,5281829900,60763800,0.8195,1.2351,9.80985,0.019007,1.58316,0.03,-0.252829913981309,-0.210284742473689,1.70875,1.38202561596293,1.12919570198162,1281,52753,18,9.7218,9.8564,9.9747,-0.134579057816709,-1.24010888105118,0.112636535505528,0.144917444688576,0.0103383868718676,0.244784760129236,0.603912685961697,0.00379715389112079,-1,360796017651613696,199.448,48.3052,-0.6496876,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.862504062367,0.903525691445545,1.15979270313842,9.72278441075184,0.296,0.69,6.78,6.61,-0.82851,2.29,0.92,1237661150305910884,5,1.79068,-19.787,2.675,-0.154,0.963,0.022,-11.7615,0.49359,0.38557,0.58551,0.51359,0.57767,-2.07069,3.37837837837838,0.528708288941061,9.70271135922858,7.87299,10.64337,1.26291,1.23316,10.5756,9.48962,0.924181163982599,0.01296,0.10406,-1.11553132999886,2,3,7,5.34,0.73,-0.306633647574515,0.0526486802946644,-0.0794876233374114,-1.19566691132802,1.82488744600619,0.0802174145325609,0.209554227744249,0.087678058155484,-0.0148546578215356
587735429084020815,223735,0.0628778,3.4399,11.5813,42538201000,0.5818,-21.4919,3.2673,9.72312,56824001000,0.5811,-22.2463,3.6763,9.94348,75393999000,0.5891,-22.6633,305947008,0.5,0.459323,189.013,13.5934,15046400,35040000,29227900,-0.711,0.512,3.186,1.021,0.606,0.071,0.425,0.049,2,0.214497,0.950173,147642008000,5.24027,4684939800,128228000,0.7544,1.1714,13.515,0.03,13.4436,0.0189347,-0.183037430170668,-0.0473767719081231,1.87569,1.45843596125332,1.27539853108265,1285,52723,134,9.7943,9.9127,10.0083,-0.0791942366112073,-1.11042799896526,0.0178024412298461,0.213223138672982,0.134028902061775,0.131280489119881,-0.0397838536238848,-0.213101599907084,-1,361921789195976704,209.428,46.4696,-0.6678832,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.1692099431708,0.987805645724744,0.719353664176326,9.67070401471242,0.348,0.51,2.6,2.88,-0.82128,2.29,1.19,1237661150308925513,-1,1.90898,-21.018,2.981,-0.154,1.034,0.237,-11.88021,0.45656,0.8101,0.6713,0.54857,0.56487,-2.14994,2.87356321839081,0.458420756053419,10.4498562789945,9.16807,11.04891,0.59245,0.43227,10.9919,10.5828,0.71950096069717,0.00525,0.32702,-0.831370300217863,2,4,6,5.55,0.74,-0.340502140459098,-0.0358119526729335,-0.0920449461547089,0.185911591770804,-2.29870769305182,-0.133559593207403,-0.024326692693501,0.0353081091396648,-0.247827835193988
587735429620629622,223948,0.061879,3.0841,4.45363,16463500300,0.5144,-20.4613,3.6592,4.12249,21193799700,0.5159,-21.1755,3.7673,3.96378,25677099000,0.543,-21.4939,88282000,0.376626,0.972347,135.416,12.4282,41490300,74220000,57433800,-0.663,0.371,1.717,0.73,0.236,0.079,0.158,0.058,1,0.113113,0.303614,48483099000,2.52958,4973680100,40414300,0.714201,1.0326,13.515,0.03,3.61246,0.0192241,-0.333837216888256,-0.273357960064072,1.84808,1.44425446194632,1.11041724505806,1285,52723,399,9.5656,9.7186,9.8625,-0.211495383983471,-0.952891117182087,-0.0719047363913483,0.218756852045899,0.00726146806242856,0.0604378919662793,-0.0583883314156302,0.083186609064871,-1,361921790307467264,208.834,47.2319,-0.43370777,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.6855903717932,0.615159610841702,0.403048418873722,9.69667784863143,0.377,0.48,5,3.46,-1.14752,2.08,0.96,1237661150845534301,5,1.62444,-20.052,2.591,-0.103,0.822,-0.01,-11.34859,0.44695,0.62511,0.5877,0.54913,0.54432,-2.06973,2.6525198938992,0.423658649794207,10.2825419529195,9.36875,10.63372,0.63886,0.57374,10.419,10.1224,0.66439606127408,0.00634,0.28819,-0.901058593791889,2,3,7,2.64,0.42,-0.349741058386309,-0.0389215300244961,-0.0255497766277302,0.290916723095359,0.124832537324409,-0.103959802230339,-0.0235843330942656,-0.205627821863729,0.088820612978898
587735430151864336,224009,0.0397837,4.0889,3.76736,19842799600,0.533,-20.664,4.9034,3.83818,27526199300,0.5327,-21.4594,5.4168,4.14359,35091702000,0.5398,-21.833,112209000,0.733491,-0.957626,165.969,7.12035,61033600,77846200,74700000,-0.797,0.201,2.024,0.487,0.294,0.031,0.198,0.026,1,0.13174,-1.90733,81436500000,4.24941,7066789900,68179200,0.795401,1.169,13.515,0.0229246,5.55746,0.019007,-0.265879583658926,-0.196419188856698,1.21981,1.383283826383,1.11740424272408,1278,52735,181,9.7194,9.8322,9.9391,-0.14928265117054,-1.14962258184315,0.0416320161077404,0.143864544905783,-0.00541810626475714,-0.104471825254614,0.0438418620196762,0.102980909083108,-1,359951516095741952,189.641,50.0163,-1.0133986,313339278.367352,1571634049.60639,528127577.855815,835571408.979605,557047605.986403,417785704.489802,334228563.591842,278523802.993202,238734688.279887,208892852.244901,208892852.244901,139261901.496601,1525133078.44831,1220106462.75865,1016755385.63221,871504616.256179,762566539.224157,10.9108191001677,0.584125338084097,0.628328635572287,9.84922217966522,0.355,0.37,6.05,4.02,-1.00266,2.24,0.78,1237661151376769037,5,1.81752,-20.244,2.677,-0.108,0.917,0.01,-11.70782,0.46669,0.43842,0.24281,0.43642,0.53935,-2.07426,2.8169014084507,0.449771646944906,10.2824904645954,9.1295,10.81251,0.69521,0.58075,10.3817,10.365,0.509612108383345,0.00234,0.25803,-1.00254055828577,2,3,7,2.06,0.31,-0.330971504860179,-0.0296181993097864,-0.0348082158693121,0.0687477003900412,1.08675031399277,-0.246018211944805,-0.211032379649618,-0.0948633557466478,0.0793179571251503
587735430152847406,224047,0.0314843,6.7303,5.91432,25784999900,0.8242,-20.9484,6.415,4.67264,33685600300,0.8268,-21.6786,6.6315,4.83065,42809700000,0.8239,-22.0489,126466000,0.976372,-4.11965,223.449,7.63819,25251300,63299800,54106000,-1.035,0.384,1.51,1.136,0.285,0.115,0.207,0.067,1,0.196574,-2.23226,81065198000,2.01673,8673880100,67855800,0.7302,1.1005,13.515,0.0265176,11.285,0.019007,-0.0681856665210994,-0.0505545124335107,0.975011,1.2679953961017,1.1998097295806,1279,52736,118,9.9032,9.9924,10.012,0.0484837395392225,-1.38716882552054,-0.0266665193688185,0.02866359574401,0.0771473352832326,-0.0177974627685267,-0.278639230195827,0.193080389905587,-1,360232995103178752,193.265,49.8797,-1.3349624,1705116429.99897,613089087.050842,508868819.480826,4546977146.66391,3031318097.77594,2273488573.33195,1818790858.66556,2001609489.21284,1715665276.46815,1501207116.90963,1136744286.66598,1217353612.75964,913015209.569727,730412167.655781,730164416.461035,625855214.109459,547623312.345777,10.9088344477938,0.669562322424675,0.304647758718903,9.93821341455378,0.288,0.64,5.69,5.78,-0.84955,2.34,0.82,1237661151377752099,-1,1.96877,-20.341,2.904,-0.073,0.965,0.237,-11.94383,0.57294,0.27329,0.11431,0.33071,0.6035,-2.26823,3.47222222222222,0.540607512240769,10.6041866890749,9.58396,10.85616,0.37302,0.35451,10.6175,10.1024,0.766035941347638,0.00685,3e-05,-1.24102408787572,2,3,8,2.58,0.41,-0.241890856275691,0.0613512772130975,0.000250623874492331,0.522838988478876,0.726964384722893,0.0242311060020336,0.0456280882698005,0.0586009716995981,0.169607284381998
587735431226130460,224532,0.0270563,4.4982,2.92588,22110900200,0.7182,-20.7815,4.392,2.75505,27390099500,0.7194,-21.454,4.5081,2.91781,33757300700,0.7116,-21.7909,122129000,0.963752,-3.91345,,-9999,107669000,165116000,152180000,-0.645,0.408,2.631,0.802,0.331,0.062,0.211,0.04,1,0.333258,-1.85119,54905700000,2.24025,5138160100,45654100,0.672501,1.0094,3.52736,0.03,2.88512,0.03,-0.00406911167081603,-0.00575305557891426,0.842371,1.01512129406232,1.0110521823915,1279,52736,362,9.5151,9.5183,9.7757,0.117350827131417,-0.95213289201236,-0.100589090347031,-0.214435505381356,-0.0970846782499393,-0.145403021396584,-0.138324558113577,0.0640377774581982,-1,360232996126588928,191.612,50.7921,-0.6105978,1423480816.29552,556171176.187805,165862002.832851,926886557.578581,617924371.719054,463443278.78929,370754623.031432,308962185.859527,264824730.736737,231721639.394645,948987210.863679,632658140.575786,474493605.43184,925248853.214165,771040711.011804,660892038.010118,578280533.258853,10.7396174327934,0.440129485048802,0.350296485995828,9.71080763232879,0.284,0.76,4.25,4.53,-0.78362,2.12,0.74,1237661152451035152,4,1.52225,-20.314,2.626,-0.007,0.853,0.009,-11.38462,0.55652,0.29725,0.13397,0.30091,0.55281,-2.01723,3.52112676056338,0.546681659952962,10.3893209467976,9.38387,10.68386,0.54558,0.53916,10.4309,9.91957,0.76447654427715,0.42683,0.68342,-0.879939404445652,2,3,6,2.12,0.33,-0.254519223542101,0.0797830982796208,0.0698573911388861,0.305456475932713,-0.657690963346312,0.167651927018872,0.0675849820855652,0.151367827953108,0.0614009004831804
587735431226589193,224552,0.0366922,3.7242,4.19268,24500299800,0.7254,-20.8929,4.3441,4.38473,35190800000,0.7302,-21.7261,4.9108,4.71235,46527599000,0.7287,-22.1393,152996992,0.953447,-3.7345,206.361,8.15603,63648400,83703296,77601904,-0.968,0.463,2.67,0.673,0.362,0.046,0.237,0.034,2,0.149748,-2.39103,117352997000,5.41691,7814439900,100263000,0.8332,1.2464,13.515,0.024804,9.9747,0.019007,-0.256923949310881,-0.15618706712905,1.1292,1.43569189876304,1.17876794945216,1279,52736,530,9.7465,9.859,9.9629,-0.147378616671082,-1.35203444485702,0.102924711465586,0.191384390061064,0.0440057733899812,-0.148311874146129,0.0463666734907783,0.0607693863088894,-1,360232996831232000,193.228,50.728,-1.019461,0,519104611.640698,391170475.144639,-99,3238882669.39161,2429162002.04371,1943329601.63497,1619441334.69581,1388092572.5964,1214581001.02185,204291284.952757,1567954710.60558,1175966032.95418,1398217555.3475,1165181296.12292,998726825.248216,873885972.092189,11.0694941852337,0.641942855827418,0.733751620001441,9.89289785541259,0.319,0.6,4.38,3.99,-1.00842,2.33,0.82,1237661152451493897,5,1.86701,-20.489,2.812,-0.081,0.965,0.098,-12.03749,0.51108,0.21521,0.15714,0.39549,0.57714,-2.17644,3.13479623824451,0.496209316942819,10.3357425652323,8.94037,10.9364,0.68163,0.59598,10.6997,10.1958,0.761382249307374,0.00186,1e-04,-1.1256362881391,2,4,7,2.77,0.44,-0.291511113878626,0.00707703975206897,-0.0138410380848107,-0.0791138701983432,-0.565900143969908,-0.0340785190058398,0.0247194685636102,-0.131118606025978,0.026878944104487
587735431227637904,224587,0.0549334,5.8839,13.4387,40598499000,0.5683,-21.4413,6.0535,12.582,53217800000,0.5882,-22.1751,7.0543,16.2707,73983304000,0.5945,-22.6428,224188000,0.913053,-2.59199,165.451,9.58011,8223610,9354990,12128200,-0.941,0.246,2.025,0.537,0.259,0.051,0.168,0.033,2,0.9503,-0.207945,129538998000,9.73402,5015260200,111434000,0.733801,1.2015,12.3067,0.0234774,9.51237,0.019007,-0.101736072137669,-0.0579364202633848,1.65418,1.21335856767686,1.11162249553919,1281,52753,363,9.875,9.9493,10.0313,0.00547591974716782,-1.332028212098,0.0536692348583421,-0.0315455638361666,-0.0260696440889987,0.281179616634789,0.270700585716688,-0.154258334601295,-1,360796019098648576,196.962,50.2564,-1.0330645,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.1124005334099,1.09974968084899,0.988292234231374,9.70029346985748,0.338,0.48,4.51,4.29,-0.58026,2.25,1.24,1237661152452542603,3,1.90141,-20.781,2.804,-0.006,0.916,0.077,-12.0534,0.53921,0.45764,0.16944,0.40237,0.60746,-2.44983,2.9585798816568,0.471083299722345,10.1241082991785,8.56811,10.93779,0.90399,0.76065,10.5846,10.456,0.573491897269208,0.00514,0.40506,-1.08316391982062,2,4,7,4.86,0.69,-0.26824206212454,-0.0203455780084577,0.0590585612421706,-0.436352449413977,-0.419133557331824,-0.158333071236655,-0.16652608036745,0.288228407938372,-0.189077312015387
587735490289401991,225312,0.0650061,5.0302,1.82775,7948060200,0.8972,-19.6707,5.1053,1.7938,10143399900,0.8782,-20.3755,5.2194,1.67747,11831600100,0.8517,-20.6526,31893800,0.89229,-3.11878,71.4624,10.8747,93942896,163068992,123578000,-0.928,0.141,1.488,0.399,0.19,0.047,0.125,0.035,2,0.046419,-2.24545,22523500500,1.67608,2723000060,20293800,0.7048,0.981899,8.0392,0.0189347,12.244,0.00922211,-0.0824095542640286,-0.0255060142753187,1.93432,1.10946132422242,1.02705176995839,1294,52753,118,9.6059,9.767,9.8953,0.0392591231944775,-1.07653654261381,-0.0888071138269605,-0.0817402687564219,-0.0424811455619445,-0.133526434323548,-0.0971537352593702,0.0552181744948168,-1,364455192768282624,234.625,37.8706,-0.9316753,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.3526358874978,0.25377401967888,0.224294743846392,9.43504765090944,0.322,1,4.59,5.49,-1.10986,1.9,0.62,1237662474226893032,5,1.61563,-19.273,2.512,-0.08,0.881,0.01,-11.28064,,0.923,1.1513,0.6071,0.58106,-1.79904,3.1055900621118,0.492144128304169,10.1283411436514,9.16227,10.31342,0.70982,0.84346,10.2862,8.09091,0.993662051525356,0.00185,0.14057,-1.10493759514633,2,3,7,1.45,0.16,,0.0593912505777772,-0.00411757351180146,0.15879463013291,0.0583887628060289,0.477723413419103,0.375912426132357,-0.150035024558323,0.119090149287182
587735661008781533,225925,0.0521659,6.6842,3.29529,13709100000,0.9148,-20.2625,7.5727,3.52462,20245200900,0.8959,-21.1258,7.7939,3.64995,24778299400,0.8779,-21.4552,46598700,0.949738,-3.86914,136.97,7.50873,43392000,59288900,52688100,-0.819,0.573,3.654,0.996,0.582,0.063,0.386,0.048,2,0.991854,-2.39786,74266198000,4.72484,6361130000,61969900,0.863298,1.1927,11.0776,0.019007,8.73912,0.019007,-0.0968935717101758,-0.0847148631788208,1.57601,1.24296837735507,1.14607480564489,1593,52991,281,9.9359,9.9803,10.013,0.0210899586337602,-1.16215407416438,0.0693952987899884,0.00543701781769967,0.02652697645146,-0.116709328319455,0.113689024672491,0.079830586490619,-1,448617233690656768,141.414,32.8039,-1.11117,4281245090.64892,830714199.060119,218474477.178231,13044315262.5703,11275135652.2488,8456351739.18664,9913236193.88196,8261030161.5683,7080882995.62997,6195772621.17623,3261078815.64257,2818783913.06221,2114087934.79666,2746517754.34367,2288764795.28639,1961798395.95976,1716573596.46479,10.8707911911179,0.547112301242567,0.674387106328111,9.80353427117875,0.314,1,2.99,7.94,-1.37039,2.13,0.58,1237661382233686267,-1,1.95235,-19.527,2.683,-0.062,0.956,0.028,-11.68979,,0.85245,0.48903,0.49195,0.60471,-1.88616,3.18471337579618,0.503070351926785,10.1964040847898,8.77158,10.74069,0.77129,0.77973,10.5561,8.63427,0.988169544541514,0.00706,0.03273,-1.03378611815509,2,3,7,1.82,0.26,,0.0264281733086407,0.0123023042239832,-0.295880852801531,-1.96693908164426,0.389123195252516,0.272472343899523,-0.455605312464783,0.0602628592983781
587735661016318094,226216,0.0264863,3.0898,4.42762,14907599900,0.5544,-20.3535,3.1218,3.94153,19332900900,0.5663,-21.0757,3.752,4.68475,26961700900,0.5827,-21.5469,75991696,0.269469,1.75108,126.095,6.60251,37978500,55901000,61844600,-0.707,0.215,1.445,0.623,0.228,0.066,0.16,0.047,1,0.653096,0.106954,4.5361e+10,2.48748,3574850050,37903100,0.7222,1.1934,13.515,0.0189347,5.06521,0.019007,-0.222244355955294,-0.0941840304780541,0.825192,1.38553051211487,1.16328615615958,1432,53003,25,9.7935,9.9042,9.9909,-0.0995274927758544,-0.987051259377115,0.0918297253212681,0.162385157911485,0.0628576651356303,0.057052775812547,-0.0516994389287394,-0.0419903855683259,-1,403299812906106880,161.353,39.175,-1.152985,1244058485.91927,215238906.921092,135799670.147006,3317489295.78471,2211659530.52314,1658744647.89235,1326995718.31388,1105829765.26157,1345261703.76834,1177103990.79729,829372323.946177,552914882.630785,414686161.973088,331748929.578471,569847642.284569,587792741.058521,514318648.426206,10.6566826201727,0.59566483643864,0.395759597588796,9.55325782968302,0.386,0.57,3.21,3.41,-0.73234,2.09,1,1237661382241222783,5,1.81136,-19.914,2.755,-0.044,0.957,0.163,-11.36368,0.48281,0.89443,0.14965,0.41383,0.56051,-2.33104,2.59067357512953,0.413412695328245,10.2609230225839,9.31394,10.60223,0.65325,0.6156,10.4827,10.1586,0.678364934479342,0.24693,0.41947,-0.945348811624575,2,3,7,2.87,0.46,-0.316223743338891,-0.0467892593457052,0.0336626696893841,0.237677241713383,-1.64494416060786,-0.00928837119750303,-0.0045658218281287,0.212857955072587,-0.0316861408893256
587735662080622803,226620,0.0637436,5.6209,4.0559,24645799900,0.7235,-20.8994,5.6475,3.59874,32177299500,0.7274,-21.6289,5.8591,3.61333,39134601000,0.7366,-21.9514,129839000,0.902402,-2.57801,132,7,56043500,109877000,92726896,-0.619,0.26,2.811,0.949,0.36,0.125,0.23,0.081,2,0.35992,-2.18063,77263897000,2.2766,7822519800,64556200,0.7295,1.052,13.515,0.0239196,9.36713,0.019007,-0.0960499939838186,-0.0607510168601593,1.89958,1.20857649315073,1.11252649916691,1591,52976,247,9.7412,9.8659,9.9619,0.0213575804709746,-0.966301620228252,-0.0730492142994452,-0.0297971972005888,-0.00843961672961413,-0.118261075887369,-0.213519420215888,0.159918243040483,-1,448054219170119680,136.451,31.4417,-1.1614406,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.8879766091015,0.556150471091876,0.35728673151412,9.89334667108571,0.3,1,5.23,5.71,-1.30469,2.15,0.71,1237661383305527482,5,1.82004,-20.336,2.801,-0.038,0.933,0.141,-11.50698,0.44164,0.71098,0.56232,0.50815,0.55046,-1.86327,3.33333333333333,0.522878745280338,10.5306898775874,9.51345,10.83034,0.4413,0.4002,10.771,8.72363,0.991113040715285,0.00811,0.0392,-0.829980627400293,2,3,6,2.57,0.41,-0.354931598792086,0.0450433453297722,0.0358450768063954,0.448681086715391,0.269839536188567,0.386886649343051,0.273246729003295,-0.392863943494922,0.138524499470604
587735662086783171,226833,0.0487124,1.5614,2.63664,7399580200,0.7401,-19.593,1.8702,2.49752,10274499600,0.7465,-20.3894,1.9325,2.3538,12730099700,0.7228,-20.7321,39120000,0.766998,-1.7724,124.024,14.6291,73109696,143120000,104167000,-0.799,0.516,2.735,0.85,0.541,0.084,0.385,0.078,1,0.0272069,-2.10834,30493599700,1.78276,3326520060,26296600,0.7964,1.1391,13.515,0.03,10.625,0.019007,-0.40847520806461,-0.309446640950872,1.47773,1.64942838046856,1.24095317240395,1426,52993,499,-99,,-99,-0.285233762643322,-1.0109115615894,0.0550377673467966,0.442836152465396,0.157602389822075,-0.0509655334056538,-0.120539115698554,0.0430219272310115,-1,401610922084270080,151.92,37.6887,-0.6945782,2862318095.16261,1062240624.96988,153503730.29909,7632848253.76697,5088565502.51131,3816424126.88348,3053139301.50679,2544282751.25566,2180813786.79056,1908212063.44174,1908212063.44174,1272141375.62783,954106031.720871,763284825.376697,636070687.813914,545203446.69764,477053015.860435,10.4842086948662,0.397508974717784,0.251092881206061,9.52199014672722,0.348,0.5,3.64,1.73,-0.70075,2.17,0.72,1237661383311687867,3,1.65726,-19.403,2.747,-0.182,0.966,0.206,-11.28321,0.43175,0.84704,1.0343,0.61183,0.53675,-1.67267,2.87356321839081,0.458420756053419,10.2331158136601,9.31081,10.44669,0.63794,0.7034,10.5867,9.69487,0.886302254307179,0.02352,0.08052,-1.01737722639803,2,3,7,2.27,0.36,-0.364767653760504,0.0132927257030457,-0.104494905738643,0.2628659998831,-1.05533692147647,-0.0487305280610251,0.237619803430367,0.257696720080815,0.0834509600124083
