objid,ID,z,nsersic_g,Re_g,L_g,ba_g,M_g,nsersic_r,Re_r,L_r,ba_r,M_r,nsersic_i,Re_i,L_i,ba_i,M_i,Vol_max,P_early,T_HC11,vdisp,err_vdisp,Ie_g,Ie_i,Ie_r,logSFR_SED,err_logSFR_SED,AFUV,err_AFUV,AB,err_AB,AV,err_AV,UV_survey,P_merg,TType,Ms,Re,Sigma_1,Vol_selection,gr,gi,Age_ave_1Re,Z_ave_1Re,Age_ave_0.1Re,Z_ave_0.1Re,grad_gi,grad_gr,Rap_sdss_fiber,color_gi_01,color_gi_1,plate,mjd,fiber_id,p_age_16,p_age_50,p_age_84,del_grad_gi,del_MS,del_gi,del_gi_01re,del_gi_1re,del_Reff_r,del_Reff_ste,del_Sigma1,Group_membership_Y12,specobjid,ra,dec,MEDIAN_logSFR,mass_dens_radius2,mass_dens_radius4,mass_dens_radius8,mass_dens_rp1_rpi2,mass_dens_rp1_rpi3,mass_dens_rp1_rpi4,mass_dens_rp1_rpi5,mass_dens_rp1_rpi6,mass_dens_rp1_rpi7,mass_dens_rp1_rpi8,mass_dens_rp2_rpi2,mass_dens_rp2_rpi3,mass_dens_rp2_rpi4,mass_dens_rp2_rpi5,mass_dens_rp2_rpi6,mass_dens_rp2_rpi7,mass_dens_rp2_rpi8,logMs,logRe_r,logRe,logSigma_1,conx,BTr,nb,ng,logA,logvd,logRp,dr12objid,bpt,d4000n,rabsmag,urcolor,color_grad,grcolor,del_ur,ssfr,C,S,G2,H,G,M20,Cx,logCx,logMR,P13,B14,vdW14,vD15,BMass.BD,DMass.BD,BTM,P_bar_GZ2,P_bar_Nair10,del_ssfr,cl,mcl,mscl,Rchl_r,logRchl_r,logC,del_logCx,del_color_grad,del_P13,del_nb,del_BTr,del_BTM,del_logA,del_logSigma1
587728931335110743,83709,0.0294529,2.5023,1.18696,6655499800,0.8919,-19.478,2.7168,1.22291,8183329800,0.9214,-20.1423,3.007,1.27014,9866819600,0.9417,-20.4554,25991200,0.758743,-1.43177,,-9999,260763008,309436000,290528000,-0.784,0.133,1.047,0.328,0.272,0.064,0.209,0.065,2,0.264903,-1.92475,15983599600,1.37549,2083660030,15376500,0.664299,0.9774,1.48276,0.0197307,3.10748,0.00929296,-0.201043607506293,-0.09059765976723,0.914338,1.12996390878384,0.928920301277543,756,52577,511,9.4272,9.5705,9.6948,-0.0832165076025974,-0.848679210861182,-0.0781848679731512,-0.0411080540231983,-0.124324561625796,-0.239299740577578,-0.132661514559069,0.0651077072070549,-1,213020901032067072,118.601,34.5133,-0.33945563,438327634.050996,210721268.993469,99990414.1078507,1168873690.80265,779249127.20177,584436845.401327,467549476.321062,389624563.600885,333963911.657901,292218422.700664,1123846767.96517,749231178.643444,561923383.982583,449538707.186066,374615589.321722,321099076.561476,280961691.991291,10.2036745916471,0.0873944963317714,0.138457437357032,9.31882686091376,0.359,0.58,5.52,2.69,-1.25626,2.02,0.48,1237674290755731687,,,-19.088,2.2,0.081,0.734,-0.258,-10.98767,0.39207,0.38564,0.55224,0.53443,0.55392,-1.95488,2.78551532033426,0.444905551421681,10.0652171542901,9.16413,10.17954,0.7357,0.91701,9.98208,9.56563,0.722903828783834,0.01854,0.16301,-0.887837776770903,2,2,7,1.14,0.06,-0.406636387317002,0.0268751714738852,0.15367327601395,0.236365605535497,1.21348462897656,0.091025397645799,0.145281887856369,-0.305799548952197,0.152647002394108
587728931868770817,84091,0.0617556,4.8662,7.33402,30439899100,0.7649,-21.1286,5.8665,8.29451,46596399000,0.7703,-22.0309,6.1169,8.63808,58535801000,0.7619,-22.3886,196560000,0.918204,-3.3641,148.103,15.0175,22708600,28159000,24812200,-0.871,0.534,2.089,0.959,0.287,0.084,0.192,0.052,1,0.0885117,-1.58152,193404994000,14.4225,8971549700,171460000,0.9023,1.26,13.515,0.03,11.0776,0.019007,-0.155001818570941,-0.131516304508839,1.84466,1.32919592217602,1.17419410360508,754,52232,314,9.8612,9.9656,10.0508,-0.0591186346281336,-1.28501310581385,0.094499462557569,0.085086581307777,0.0259679466796434,-0.0175428347540847,0.308686719382724,0.0100253562347419,-1,212456468488650752,113.049,28.8954,-0.51164865,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.2864676840109,0.918790735076264,1.15904054763018,9.95286746735041,0.316,0.55,3.16,6.55,-0.7345,2.2,1.08,1237654653093675513,2,,-20.664,2.952,-0.09,0.987,0.174,-12.15747,0.53156,0.03466,0.21363,0.40282,0.62464,-2.34152,3.16455696202532,0.500312917381596,10.1274271363807,8.28355,11.06599,0.94419,0.8159,10.7304,10.4511,0.655456596987789,0.21419,0.42957,-0.94256701614106,2,4,7,4.29,0.63,-0.274447707249386,0.00119419268568988,-0.035658969565188,-0.644215745606251,-1.64530579680251,-0.10289839874168,-0.0939748624899304,0.0971134131580668,-0.0194314029181744
587728931883319324,84579,0.0463656,4.5369,8.09447,66924999000,0.6577,-21.984,4.5704,7.75297,93575504000,0.6671,-22.7879,4.8114,8.18112,119190004000,0.6669,-23.1606,424014016,0.964924,-3.10436,257.109,7.37927,42404000,71851296,64398100,-0.831,0.284,1.883,0.418,0.319,0.022,0.22,0.018,2,0.251194,-2.54946,284397994000,6.62448,11468500000,259274000,0.803902,1.1766,13.515,0.0230352,10.682,0.019007,-0.0611428030507604,-0.0319486498920263,1.41048,1.2324570125227,1.17131420947194,768,52281,463,9.8478,9.9314,9.9911,0.0210210631908909,-1.26056836457982,-0.00589949242333288,-0.00603499198925284,0.0149860712016381,-0.163604502198033,-0.171453488834981,0.0348152964326971,-1,216397329240948736,144.173,53.1077,-0.6928081,3346515178.53109,1239144328.3717,803895363.293617,7144051592.54315,5574614088.38443,4180960566.28832,3344768453.03066,2787307044.19222,2389120323.59333,2090480283.14416,2231010119.02073,1690318336.0194,1267738752.01455,1014191001.61164,845159168.0097,724422144.008314,633869376.007275,11.4539265287743,0.889468103476838,0.82115179325127,10.0595066189193,0.299,0.74,2.97,3.94,-0.78125,2.41,1.08,1237654653108224025,-1,1.96602,-21.505,2.84,-0.031,0.972,0.012,-12.28493,0.55991,0.41121,0.14155,0.37597,0.58934,-2.19226,3.34448160535117,0.52432881167557,10.632774735523,9.18925,11.30728,0.48071,0.27932,11.1227,10.4146,0.836232713489874,0.01624,5e-05,-0.826500093747081,2,4,6,4.34,0.64,-0.251881775930563,0.0205122191712359,0.00947508867261396,0.357409714314725,-1.62689981152209,0.0770900602035753,0.0840024616840153,0.0152886434634922,0.0257576724826052
587728931883778172,84595,0.045797,3.356,2.35886,5087360000,0.6019,-19.1862,3.5108,2.36752,7004020200,0.6024,-19.9734,4.0949,2.56273,8678880300,0.6206,-20.3162,18252900,0.270378,1.75376,85.7031,8.9328,43893100,57648800,58705100,-0.538,0.185,3.541,0.607,0.455,0.075,0.283,0.053,1,0.156816,-0.662956,20190199800,2.40075,1808019970,18548900,0.787201,1.13,7.57938,0.019007,6.68914,0.0195136,-0.197360146941023,-0.0550339221523757,1.39413,1.27684667907274,1.07948653213172,768,52281,524,9.6916,9.8185,9.9246,-0.0766786564343444,-0.661185385098802,0.0641151900063282,0.0917589418597888,0.0150802854254444,0.00733675100040548,0.0756263157432746,-0.0841598573487232,-1,216397329496801280,145.623,53.7343,-1.3879869,869657424.197918,976674451.330901,619318324.4856,2319086464.52778,1546057643.01852,1159543232.26389,927634585.811112,773028821.50926,662596132.722223,579771616.131945,2072452006.96543,1381634671.31028,1036226003.48271,1050929532.90026,875774610.750215,750663952.071613,656830958.062661,10.3051406166954,0.374293656462196,0.380346937535832,9.25720322304914,0.374,0.47,4.47,3.69,-1.08223,1.88,0.73,1237654657385300045,-1,1.80569,-18.842,2.725,0.019,0.916,0.237,-10.84314,0.40365,0.69234,1.18393,0.6208,0.52626,-1.90541,2.67379679144385,0.42712839779952,9.92479367915957,8.96638,10.25108,0.90149,0.96515,9.85358,9.76967,0.548152776355558,0.00076,0.2127,-0.694500213600472,2,3,6,1.69,0.23,-0.393995043180564,-0.00100314783182681,0.094008436092225,-0.0159481094693366,0.00576425384264301,-0.042048178696972,-0.0573952710959698,-0.124048584808084,-0.0122491649950973
587728932412522542,84806,0.038301,4.0608,5.92439,30465200100,0.5203,-21.1295,4.2507,5.56487,4.2831e+10,0.5331,-21.9394,4.5525,5.91374,55530902000,0.5376,-22.3313,187604000,0.863395,-1.75343,178.397,5.56682,38019200,65808700,59257500,-0.557,0.125,1.583,0.484,0.212,0.03,0.144,0.024,2,0.251924,-2.17675,132670996000,4.3061,8125219800,114324000,0.8099,1.2018,13.515,0.0235879,10.4132,0.019007,-0.136652711459657,-0.0908982283259405,1.17644,1.34154799135743,1.20489527989778,760,52264,440,9.7419,9.8491,9.9608,-0.0300322238672764,-0.9496333936396,0.0529160094423677,0.0965464810397267,0.0665142571724504,-0.0800087641590411,-0.0909638832506326,0.0499048826650572,-1,214145456316350464,124.553,41.5175,-1.0563492,2155312049.21264,345155221.870016,175711906.425625,927260571.694844,618173714.46323,463630285.847422,370904228.677938,309086857.231615,264931591.912813,231815142.923711,1436874699.47509,957916466.316728,718437349.737546,574749879.790037,478958233.158364,410535628.421455,359218674.868773,11.1227759895266,0.745455023308266,0.634084111168822,9.90983511815995,0.314,0.77,3.79,3.73,-1.03287,2.27,0.83,1237654653637427244,4,1.84583,-20.633,2.859,-0.046,0.992,0.129,-11.67978,0.4993,0.55836,0.27241,0.43404,0.57009,-2.15094,3.18471337579618,0.503070351926785,10.4886918783578,9.32962,11.02328,0.542,0.37471,10.8291,10.1104,0.839547877009808,0.16466,0.00017,-0.695293363356727,2,4,6,3.03,0.48,-0.30163843394489,0.0111089663441206,0.0185194444403563,0.32902767890476,-1.13428188913416,0.130677886264405,0.0987804209058908,-0.166537769583582,0.0149884690035691
587728932418158712,84960,0.0288882,5.6475,7.18976,13197299700,0.605,-20.2212,5.5507,5.31311,15162500100,0.5992,-20.8119,5.5904,5.1983,18416099300,0.6046,-21.133,41967000,0.909326,-2.57727,112.372,5.3079,9528260,25561400,20215800,-0.987,0.087,0.45,0.25,0.081,0.041,0.059,0.032,1,0.263,-0.650486,23457300500,1.58065,2904529920,20992300,0.590698,0.911798,11.924,0.0189347,1.58316,0.019007,-0.140152783026306,-0.122539755441572,0.897418,1.22668753465058,1.08653475162427,766,52247,391,9.7523,9.8625,9.963,-0.0181740894011165,-1.14461908110523,-0.160698989732688,0.0332891526800738,0.0151150632789574,0.330252516770517,-0.129003345485814,0.0693413762961281,-1,215834232956649472,137.739,50.5589,-1.4066037,8924853161.01107,1379791665.3586,346362685.660927,10090041420.1627,6726694280.10849,5045020710.08137,4036016568.0651,3363347140.05425,2882868977.18935,2522510355.04069,5949902107.34071,3966601404.89381,2974951053.67036,2379960842.93628,1983300702.4469,1699972030.66877,1487475526.83518,10.3702780314193,0.725348807420838,0.19883571566511,9.46307585456813,0.319,0.61,4,4.99,-0.70347,2.08,0.85,1237654653643063391,4,1.86272,-19.476,2.671,-0.201,0.883,0.163,-11.35728,0.5594,0.22609,0.14957,0.40102,0.59737,-2.32189,3.13479623824451,0.496209316942819,10.1714423157542,9.39685,10.35275,0.67113,0.71734,10.2635,9.6399,0.807817707834114,0.00345,0.16343,-1.17080204243255,2,3,7,2.55,0.41,-0.252277537964492,0.0617592649642624,-0.124830509957612,0.386218122092856,-0.555548391557721,0.084016293866196,0.185676299192667,0.256663680903283,0.130146086763576
587728932419207292,85000,0.0551393,4.7038,5.52327,12251199500,0.7214,-20.1404,4.9145,4.62769,15320599600,0.7497,-20.8232,5.1449,4.36857,17679599600,0.7449,-21.0887,47792600,0.796404,-2.25767,113.149,8.54442,16382300,36180000,28569000,-0.488,0.116,1.411,0.516,0.17,0.05,0.11,0.034,2,0.0320697,-1.05619,31729799200,2.09824,3368790020,27239300,0.6828,0.948299,13.515,0.0203819,4.68025,0.0187899,-0.220819962782883,-0.14236639526835,1.65997,1.30164337229771,1.08082340951483,767,52252,480,9.7242,9.8673,9.9663,-0.097498895366707,-0.707481210615642,-0.137515177467264,0.093205689987073,-0.00429320537963407,0.208358957033945,-0.0568192100349787,0.0362303010837568,-1,216115729781489664,140.787,52.0384,-0.9837499,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.5014673237043,0.665364258706973,0.321855161986421,9.52747394182192,0.338,0.51,3.28,5.38,-0.77869,2.08,0.96,1237654653644112020,4,1.80487,-19.576,2.592,-0.243,0.871,0.046,-10.98947,0.47565,0.27102,0.42598,0.49139,0.58402,-2.15942,2.9585798816568,0.471083299722345,10.1796121617179,9.18469,10.44961,0.69575,0.75783,10.2347,9.96208,0.651974738310542,0.08114,0.41502,-0.710119644454835,2,3,6,2.8,0.45,-0.32271249891723,0.0243839630997426,-0.165374370471453,0.13241230902447,-1.43420487933128,-0.0419972935145994,-0.000454803612552568,0.178977421124171,0.0735469853371491
587728948778303622,85721,0.0654164,2.5505,3.65226,9678480400,0.5241,-19.8845,2.3865,3.17509,12227900400,0.526,-20.5784,2.6843,3.39493,15930600400,0.5216,-20.9756,43740400,0.0385857,3.04389,127.131,12.2988,39692700,73806400,68465104,-0.723,0.114,0.917,0.342,0.205,0.039,0.154,0.032,2,0.101927,0.403434,26230800400,1.97836,2146630020,23072400,0.693899,1.0911,13.515,0.03,9.89414,0.019007,-0.127090707517926,-0.0132151844426183,1.94559,1.27709975851887,1.15000905100094,267,51608,167,9.7444,9.8877,9.9898,-0.00441755773991764,-0.904669318402654,0.0136763133511495,0.0778687203374813,0.0734511625975636,0.0845557120569364,-0.0496379128370265,-0.0992186455884685,-1,75375474154405888,148.136,-0.342345,-1.20375,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.4188115427444,0.501756040163239,0.296305322543044,9.33175719854964,0.361,0.53,3.27,2.46,-1.26488,2.1,0.87,1237650795683971362,5,1.76987,-19.469,2.815,-0.018,0.969,0.293,-11.14181,0.33057,0.88975,1.53529,0.7038,0.50575,-1.84112,2.77008310249308,0.442492798094342,10.1225062202014,9.30704,10.38745,0.7322,0.73799,10.2567,10.0159,0.635170301816759,0.00155,0.23363,-0.923614654204268,2,3,7,2.18,0.34,-0.480736562215381,0.00343202127398862,0.0588503614752616,0.278644666305866,-1.34827523582221,-0.00592555452650356,0.00133811747085344,-0.304705697242037,-0.0470115235653044
587728949049622627,85874,0.0640421,5.5444,3.71596,14136999900,0.7927,-20.2959,5.7068,3.50331,18129000400,0.7546,-21.0059,5.7069,3.38974,21811800100,0.7816,-21.3167,67152400,0.968354,-4.08981,105.64,10.2274,38554400,70485504,54848100,-0.587,0.243,2.466,0.593,0.481,0.108,0.34,0.096,2,0.0560439,-2.12856,4.0924e+10,2.78696,3768300030,34377400,0.709999,1.0208,5.64961,0.019007,4.6921,0.019007,-0.0726935187177809,-0.0573814519931446,1.9078,1.14074057595956,1.06804705724178,271,51883,517,9.516,9.6698,9.8128,0.050441014671744,-0.850963444990555,-0.0762322609655082,-0.0785240251820887,-0.0280830105103447,0.0302374412114966,0.0185383664953014,0.00975911482357361,-1,76502556645261312,154.65,0.174706,-0.6858368,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.6119780759939,0.544478568757203,0.445130735522081,9.57614547378804,0.295,1,5.21,6.3,-0.89911,2.01,0.89,1237651801236111664,2,1.75717,-19.798,2.577,-0.069,0.862,-0.002,-11.19898,0.47539,0.60384,0.41718,0.4754,0.6105,-2.17726,3.38983050847458,0.530177984021837,10.1668473404718,9.04582,10.53518,0.73615,0.77201,10.5122,8.17032,0.995469481063012,0.04729,0.35849,-0.823818071259751,2,3,6,2.54,0.4,-0.32294995805272,0.073742170369107,0.00885180060690333,-0.0262516094883747,0.390111643459242,0.428188781060317,0.320736237395995,0.050626878008963,0.0275630813214978
587728950120808505,86376,0.0465538,4.4693,1.08621,6783980000,0.6008,-19.4987,4.3547,1.04775,9363760100,0.5977,-20.2886,4.5744,0.86937,11167299600,0.5364,-20.5899,29441700,0.511114,0.548191,189.531,8.67388,240443008,610944000,361203008,-0.955,0.066,0.955,0.184,0.149,0.022,0.105,0.021,2,0.639239,-2.09142,27224399900,0.927978,4514469900,23820600,0.789902,1.0912,13.515,0.0231457,13.515,0.0200201,-0.148945047374156,0.00990224367771475,1.41589,1.36171920784692,1.21277416047276,268,51633,369,9.6768,9.8055,9.9035,-0.0260923637916723,-1.14436665107085,0.0121372344268436,0.16061700700283,0.134524643211158,-0.404507391007854,-0.384605902913745,0.211555914900213,-1,75657057352548352,148.937,0.860804,-1.1962733,7902090670.99552,1403587691.80702,555117396.388817,11972828481.4455,7981885654.29702,5986414240.72277,4789131392.57821,3990942827.14851,3420808137.55587,2993207120.36138,6370864942.38198,4412973989.74529,3622038247.70141,2897630598.16113,2414692165.13427,2069736141.54366,1811019123.8507,10.4349583154989,0.0202576695058819,-0.0324623196775358,9.6546067617324,0.329,1,5.53,5.11,-1.4176,2.28,0.5,1237651752386101411,3,1.80842,-19.157,2.786,-0.082,0.961,0.259,-11.38996,,0.94677,0.89741,0.58341,0.5767,-1.73437,3.03951367781155,0.482804102050026,10.4674206351764,9.92522,10.4638,0.39132,0.42082,10.311,8.11323,0.993697913239266,0.00246,0.00503,-1.16052901694556,2,3,7,0.9,-0.05,,0.0422292154811066,-0.00495940598753124,0.891533828251372,0.891890544931811,0.460849931183272,0.356103043202566,-0.457666921659673,0.260866441575699
